"Year","District","Electorate","ColNames","Votes","Percentage"
1988,"Colombo","Kaduwela","No of Registered Electors",87693,NA
1988,"Colombo","Avissawella","Mr.Ranasinghe Premadasa",24292,49.36
1988,"Colombo","Avissawella","Mrs.Sirimavo Ratwatte Dias Bandaranaike",23721,48.2
1988,"Colombo","Avissawella","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1199,2.44
1988,"Colombo","Avissawella","Total No of Valid Votes",49212,98.86
1988,"Colombo","Avissawella","No of Rejected Votes",570,1.14
1988,"Colombo","Avissawella","Total No of Votes Polled",49782,72.26
1988,"Colombo","Avissawella","No of Registered Electors",68892,NA
1988,"Colombo","Homagama","Mr.Ranasinghe Premadasa",20810,41.53
1988,"Colombo","Homagama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",27570,55.02
1988,"Colombo","Homagama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1730,3.45
1988,"Colombo","Homagama","Total No of Valid Votes",50110,98.66
1988,"Colombo","Homagama","No of Rejected Votes",679,1.34
1988,"Colombo","Homagama","Total No of Votes Polled",50789,58.39
1988,"Colombo","Homagama","No of Registered Electors",86987,NA
1988,"Colombo","Maharagama","Mr.Ranasinghe Premadasa",20770,38.16
1988,"Colombo","Maharagama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",31396,57.69
1988,"Colombo","Maharagama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2260,4.15
1988,"Colombo","Maharagama","Total No of Valid Votes",54426,98.59
1988,"Colombo","Maharagama","No of Rejected Votes",779,1.41
1988,"Colombo","Maharagama","Total No of Votes Polled",55205,66.04
1988,"Colombo","Maharagama","No of Registered Electors",83598,NA
1988,"Colombo","Kesbewa","Mr.Ranasinghe Premadasa",25549,40.58
1988,"Colombo","Kesbewa","Mrs.Sirimavo Ratwatte Dias Bandaranaike",35184,55.88
1988,"Colombo","Kesbewa","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2228,3.54
1988,"Colombo","Kesbewa","Total No of Valid Votes",62961,98.62
1988,"Colombo","Kesbewa","No of Rejected Votes",879,1.38
1988,"Colombo","Kesbewa","Total No of Votes Polled",63840,71.51
1988,"Colombo","Kesbewa","No of Registered Electors",89277,NA
1988,"Colombo","Moratuwa","Mr.Ranasinghe Premadasa",31546,48.77
1988,"Colombo","Moratuwa","Mrs.Sirimavo Ratwatte Dias Bandaranaike",29654,45.84
1988,"Colombo","Moratuwa","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",3488,5.39
1988,"Colombo","Moratuwa","Total No of Valid Votes",64688,98.51
1988,"Colombo","Moratuwa","No of Rejected Votes",977,1.49
1988,"Colombo","Moratuwa","Total No of Votes Polled",65665,67.81
1988,"Colombo","Moratuwa","No of Registered Electors",96841,NA
1988,"Colombo","Postal District Votes","Mr.Ranasinghe Premadasa",7248,44.09
1988,"Colombo","Postal District Votes","Mrs.Sirimavo Ratwatte Dias Bandaranaike",8409,51.15
1988,"Colombo","Postal District Votes","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",783,4.76
1988,"Colombo","Postal District Votes","Total No of Valid Votes",16440,97.84
1988,"Colombo","Postal District Votes","No of Rejected Votes",363,2.16
1988,"Colombo","Postal District Votes","Total No of Votes Polled",16803,NA
1988,"Colombo","Final District Results","Mr.Ranasinghe Premadasa",361337,49.14
1988,"Colombo","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",339958,46.23
1988,"Colombo","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",34020,4.63
1988,"Colombo","Final District Results","Total No of Valid Votes",735315,98.2
1988,"Colombo","Final District Results","No of Rejected Votes",11295,1.51
1988,"Colombo","Final District Results","Total No of Votes Polled",746610,68.57
1988,"Colombo","Final District Results","No of Registered Electors",1088780,NA
1988,"Gampaha","Wattala","Mr.Ranasinghe Premadasa",27945,56.79
1988,"Gampaha","Wattala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",19361,39.35
1988,"Gampaha","Wattala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1901,3.86
1988,"Gampaha","Wattala","Total No of Valid Votes",49207,98.66
1988,"Gampaha","Wattala","No of Rejected Votes",666,1.34
1988,"Gampaha","Wattala","Total No of Votes Polled",49873,72.83
1988,"Gampaha","Wattala","No of Registered Electors",68477,NA
1988,"Gampaha","Negombo","Mr.Ranasinghe Premadasa",29016,61.3
1988,"Gampaha","Negombo","Mrs.Sirimavo Ratwatte Dias Bandaranaike",16601,35.07
1988,"Gampaha","Negombo","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1720,3.63
1988,"Gampaha","Negombo","Total No of Valid Votes",47337,98.78
1988,"Gampaha","Negombo","No of Rejected Votes",587,1.22
1988,"Gampaha","Negombo","Total No of Votes Polled",47924,70.22
1988,"Gampaha","Negombo","No of Registered Electors",68250,NA
1988,"Gampaha","Katana","Mr.Ranasinghe Premadasa",28760,51.2
1988,"Gampaha","Katana","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25379,45.18
1988,"Gampaha","Katana","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2036,3.62
1988,"Gampaha","Katana","Total No of Valid Votes",56175,98.56
1988,"Gampaha","Katana","No of Rejected Votes",822,1.44
1988,"Gampaha","Katana","Total No of Votes Polled",56997,74.55
1988,"Gampaha","Katana","No of Registered Electors",76452,NA
1988,"Gampaha","Divulapitiya","Mr.Ranasinghe Premadasa",25792,48.94
1988,"Gampaha","Divulapitiya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25857,49.06
1988,"Gampaha","Divulapitiya","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1055,2
1988,"Gampaha","Divulapitiya","Total No of Valid Votes",52704,98.61
1988,"Gampaha","Divulapitiya","No of Rejected Votes",742,1.39
1988,"Gampaha","Divulapitiya","Total No of Votes Polled",53446,78.16
1988,"Gampaha","Divulapitiya","No of Registered Electors",68377,NA
1988,"Gampaha","Mirigama","Mr.Ranasinghe Premadasa",26835,48.25
1988,"Gampaha","Mirigama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",27712,49.82
1988,"Gampaha","Mirigama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1074,1.93
1988,"Gampaha","Mirigama","Total No of Valid Votes",55621,98.48
1988,"Gampaha","Mirigama","No of Rejected Votes",860,1.52
1988,"Gampaha","Mirigama","Total No of Votes Polled",56481,71.54
1988,"Gampaha","Mirigama","No of Registered Electors",78953,NA
1988,"Gampaha","Minuwangoda","Mr.Ranasinghe Premadasa",29424,48.57
1988,"Gampaha","Minuwangoda","Mrs.Sirimavo Ratwatte Dias Bandaranaike",29751,49.11
1988,"Gampaha","Minuwangoda","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1404,2.32
1988,"Gampaha","Minuwangoda","Total No of Valid Votes",60579,98.66
1988,"Gampaha","Minuwangoda","No of Rejected Votes",825,1.34
1988,"Gampaha","Minuwangoda","Total No of Votes Polled",61404,78.67
1988,"Gampaha","Minuwangoda","No of Registered Electors",78056,NA
1988,"Gampaha","Attanagalla","Mr.Ranasinghe Premadasa",22242,37.4
1988,"Gampaha","Attanagalla","Mrs.Sirimavo Ratwatte Dias Bandaranaike",35758,60.12
1988,"Gampaha","Attanagalla","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1475,2.48
1988,"Gampaha","Attanagalla","Total No of Valid Votes",59475,98.78
1988,"Gampaha","Attanagalla","No of Rejected Votes",735,1.22
1988,"Gampaha","Attanagalla","Total No of Votes Polled",60210,76.05
1988,"Gampaha","Attanagalla","No of Registered Electors",79172,NA
1988,"Gampaha","Gampaha","Mr.Ranasinghe Premadasa",25948,41.77
1988,"Gampaha","Gampaha","Mrs.Sirimavo Ratwatte Dias Bandaranaike",34340,55.27
1988,"Gampaha","Gampaha","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1839,2.96
1988,"Gampaha","Gampaha","Total No of Valid Votes",62127,98.85
1988,"Gampaha","Gampaha","No of Rejected Votes",721,1.15
1988,"Gampaha","Gampaha","Total No of Votes Polled",62848,73.57
1988,"Gampaha","Gampaha","No of Registered Electors",85424,NA
1988,"Gampaha","Ja-Ela","Mr.Ranasinghe Premadasa",30021,52.54
1988,"Gampaha","Ja-Ela","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25357,44.37
1988,"Gampaha","Ja-Ela","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1766,3.09
1988,"Gampaha","Ja-Ela","Total No of Valid Votes",57144,98.19
1988,"Gampaha","Ja-Ela","No of Rejected Votes",1052,1.81
1988,"Gampaha","Ja-Ela","Total No of Votes Polled",58196,71.35
1988,"Gampaha","Ja-Ela","No of Registered Electors",81566,NA
1988,"Gampaha","Mahara","Mr.Ranasinghe Premadasa",26024,44.31
1988,"Gampaha","Mahara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",30305,51.6
1988,"Gampaha","Mahara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2407,4.1
1988,"Gampaha","Mahara","Total No of Valid Votes",58736,98.76
1988,"Gampaha","Mahara","No of Rejected Votes",681,1.15
1988,"Gampaha","Mahara","Total No of Votes Polled",59471,74.4
1988,"Gampaha","Mahara","No of Registered Electors",79936,NA
1988,"Gampaha","Dompe","Mr.Ranasinghe Premadasa",26155,45.13
1988,"Gampaha","Dompe","Mrs.Sirimavo Ratwatte Dias Bandaranaike",30829,53.19
1988,"Gampaha","Dompe","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",976,1.68
1988,"Gampaha","Dompe","Total No of Valid Votes",57960,99.13
1988,"Gampaha","Dompe","No of Rejected Votes",511,0.87
1988,"Gampaha","Dompe","Total No of Votes Polled",58471,80.16
1988,"Gampaha","Dompe","No of Registered Electors",72945,NA
1988,"Gampaha","Biyagama","Mr.Ranasinghe Premadasa",23930,48.76
1988,"Gampaha","Biyagama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",23633,48.15
1988,"Gampaha","Biyagama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1518,3.09
1988,"Gampaha","Biyagama","Total No of Valid Votes",49081,98.62
1988,"Gampaha","Biyagama","No of Rejected Votes",685,1.38
1988,"Gampaha","Biyagama","Total No of Votes Polled",49766,75.21
1988,"Gampaha","Biyagama","No of Registered Electors",66166,NA
1988,"Gampaha","Kelaniya","Mr.Ranasinghe Premadasa",21395,45.55
1988,"Gampaha","Kelaniya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",22877,48.7
1988,"Gampaha","Kelaniya","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2700,5.75
1988,"Gampaha","Kelaniya","Total No of Valid Votes",46972,98.55
1988,"Gampaha","Kelaniya","No of Rejected Votes",690,1.45
1988,"Gampaha","Kelaniya","Total No of Votes Polled",47662,72.26
1988,"Gampaha","Kelaniya","No of Registered Electors",65961,NA
1988,"Gampaha","Postal District Votes","Mr.Ranasinghe Premadasa",6605,44.05
1988,"Gampaha","Postal District Votes","Mrs.Sirimavo Ratwatte Dias Bandaranaike",7793,51.97
1988,"Gampaha","Postal District Votes","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",596,3.97
1988,"Gampaha","Postal District Votes","Total No of Valid Votes",14994,96.92
1988,"Gampaha","Postal District Votes","No of Rejected Votes",477,3.08
1988,"Gampaha","Postal District Votes","Total No of Votes Polled",15471,NA
1988,"Gampaha","Final District Results","Mr.Ranasinghe Premadasa",350092,48.08
1988,"Gampaha","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",355553,48.83
1988,"Gampaha","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",22467,3.09
1988,"Gampaha","Final District Results","Total No of Valid Votes",728112,98.63
1988,"Gampaha","Final District Results","No of Rejected Votes",10054,1.36
1988,"Gampaha","Final District Results","Total No of Votes Polled",738220,76.13
1988,"Gampaha","Final District Results","No of Registered Electors",969735,NA
1988,"Kalutara","Panadura","Mr.Ranasinghe Premadasa",22701,41.57
1988,"Kalutara","Panadura","Mrs.Sirimavo Ratwatte Dias Bandaranaike",28366,51.94
1988,"Kalutara","Panadura","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",3548,6.5
1988,"Kalutara","Panadura","Total No of Valid Votes",54615,98.56
1988,"Kalutara","Panadura","No of Rejected Votes",799,1.44
1988,"Kalutara","Panadura","Total No of Votes Polled",55414,70.74
1988,"Kalutara","Panadura","No of Registered Electors",78330,NA
1988,"Kalutara","Bandaragama","Mr.Ranasinghe Premadasa",26066,47.2
1988,"Kalutara","Bandaragama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",26897,48.71
1988,"Kalutara","Bandaragama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2261,4.09
1988,"Kalutara","Bandaragama","Total No of Valid Votes",55224,98.45
1988,"Kalutara","Bandaragama","No of Rejected Votes",871,1.55
1988,"Kalutara","Bandaragama","Total No of Votes Polled",56095,76.23
1988,"Kalutara","Bandaragama","No of Registered Electors",73585,NA
1988,"Kalutara","Horana","Mr.Ranasinghe Premadasa",23868,48.39
1988,"Kalutara","Horana","Mrs.Sirimavo Ratwatte Dias Bandaranaike",24116,48.89
1988,"Kalutara","Horana","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",1339,2.71
1988,"Kalutara","Horana","Total No of Valid Votes",49323,98.73
1988,"Kalutara","Horana","No of Rejected Votes",632,1.27
1988,"Kalutara","Horana","Total No of Votes Polled",49955,71.98
1988,"Kalutara","Horana","No of Registered Electors",69405,NA
1988,"Kalutara","Bulathsinhala","Mr.Ranasinghe Premadasa",18705,49.3
1988,"Kalutara","Bulathsinhala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",18491,48.74
1988,"Kalutara","Bulathsinhala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",743,1.96
1988,"Kalutara","Bulathsinhala","Total No of Valid Votes",37939,97.73
1988,"Kalutara","Bulathsinhala","No of Rejected Votes",880,2.27
1988,"Kalutara","Bulathsinhala","Total No of Votes Polled",38819,66.89
1988,"Kalutara","Bulathsinhala","No of Registered Electors",58030,NA
1988,"Kalutara","Matugama","Mr.Ranasinghe Premadasa",17917,46.34
1988,"Kalutara","Matugama","Mrs.Sirimavo Ratwatte Dias Bandaranaike",19908,51.49
1988,"Kalutara","Matugama","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",836,2.16
1988,"Kalutara","Matugama","Total No of Valid Votes",38661,98.18
1988,"Kalutara","Matugama","No of Rejected Votes",716,1.82
1988,"Kalutara","Matugama","Total No of Votes Polled",39377,55.89
1988,"Kalutara","Matugama","No of Registered Electors",70457,NA
1988,"Kalutara","Kalutara","Mr.Ranasinghe Premadasa",22551,47.44
1988,"Kalutara","Kalutara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",22425,47.18
1988,"Kalutara","Kalutara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",2559,5.38
1988,"Kalutara","Kalutara","Total No of Valid Votes",47535,97.62
1988,"Kalutara","Kalutara","No of Rejected Votes",1161,2.38
1988,"Kalutara","Kalutara","Total No of Votes Polled",48696,64.15
1988,"Kalutara","Kalutara","No of Registered Electors",75912,NA
1988,"Kalutara","Beruwala","Mr.Ranasinghe Premadasa",20529,47.3
1988,"Kalutara","Beruwala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",21920,50.51
1988,"Kalutara","Beruwala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",952,2.19
1988,"Kalutara","Beruwala","Total No of Valid Votes",43401,98.41
1988,"Kalutara","Beruwala","No of Rejected Votes",700,1.59
1988,"Kalutara","Beruwala","Total No of Votes Polled",44101,60.08
1988,"Kalutara","Beruwala","No of Registered Electors",73408,NA
1988,"Kalutara","Agalawatta","Mr.Ranasinghe Premadasa",15155,48.4
1988,"Kalutara","Agalawatta","Mrs.Sirimavo Ratwatte Dias Bandaranaike",15255,48.71
1988,"Kalutara","Agalawatta","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",905,2.89
1988,"Kalutara","Agalawatta","Total No of Valid Votes",31315,98.36
1988,"Kalutara","Agalawatta","No of Rejected Votes",521,1.64
1988,"Kalutara","Agalawatta","Total No of Votes Polled",31836,44.85
1988,"Kalutara","Agalawatta","No of Registered Electors",70991,NA
1988,"Kalutara","Postal District Votes","Mr.Ranasinghe Premadasa",2018,43.56
1988,"Kalutara","Postal District Votes","Mrs.Sirimavo Ratwatte Dias Bandaranaike",2383,51.44
1988,"Kalutara","Postal District Votes","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",232,5.01
1988,"Kalutara","Postal District Votes","Total No of Valid Votes",4633,94.74
1988,"Kalutara","Postal District Votes","No of Rejected Votes",257,5.26
1988,"Kalutara","Postal District Votes","Total No of Votes Polled",4890,NA
1988,"Kalutara","Final District Results","Mr.Ranasinghe Premadasa",169510,46.74
1988,"Kalutara","Final District Results","Mrs.Sirimavo Ratwatte Dias Bandaranaike",179761,49.57
1988,"Kalutara","Final District Results","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",13375,3.69
1988,"Kalutara","Final District Results","Total No of Valid Votes",362646,98.2
1988,"Kalutara","Final District Results","No of Rejected Votes",6537,1.77
1988,"Kalutara","Final District Results","Total No of Votes Polled",369183,64.76
1988,"Kalutara","Final District Results","No of Registered Electors",570118,NA
1988,"Mahanuwara","Galagedara","Mr.Ranasinghe Premadasa",15071,53.92
1988,"Mahanuwara","Galagedara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",12549,44.9
1988,"Mahanuwara","Galagedara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",330,1.18
1988,"Mahanuwara","Galagedara","Total No of Valid Votes",27950,99.07
1988,"Mahanuwara","Galagedara","No of Rejected Votes",263,0.93
1988,"Mahanuwara","Galagedara","Total No of Votes Polled",28213,71.12
1988,"Mahanuwara","Galagedara","No of Registered Electors",39671,NA
1988,"Mahanuwara","Harispattuwa","Mr.Ranasinghe Premadasa",30708,53.85
1988,"Mahanuwara","Harispattuwa","Mrs.Sirimavo Ratwatte Dias Bandaranaike",25594,44.89
1988,"Mahanuwara","Harispattuwa","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",719,1.26
1988,"Mahanuwara","Harispattuwa","Total No of Valid Votes",57021,98.34
1988,"Mahanuwara","Harispattuwa","No of Rejected Votes",962,1.66
1988,"Mahanuwara","Harispattuwa","Total No of Votes Polled",57983,61.61
1988,"Mahanuwara","Harispattuwa","No of Registered Electors",94109,NA
1988,"Mahanuwara","Patha-Dumbara","Mr.Ranasinghe Premadasa",20902,57.19
1988,"Mahanuwara","Patha-Dumbara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",15087,41.28
1988,"Mahanuwara","Patha-Dumbara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",557,1.52
1988,"Mahanuwara","Patha-Dumbara","Total No of Valid Votes",36546,98.36
1988,"Mahanuwara","Patha-Dumbara","No of Rejected Votes",611,1.64
1988,"Mahanuwara","Patha-Dumbara","Total No of Votes Polled",37157,76.23
1988,"Mahanuwara","Patha-Dumbara","No of Registered Electors",48741,NA
1988,"Mahanuwara","Udu-Dumbara","Mr.Ranasinghe Premadasa",12032,48.47
1988,"Mahanuwara","Udu-Dumbara","Mrs.Sirimavo Ratwatte Dias Bandaranaike",12466,50.22
1988,"Mahanuwara","Udu-Dumbara","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",324,1.31
1988,"Mahanuwara","Udu-Dumbara","Total No of Valid Votes",24822,98.47
1988,"Mahanuwara","Udu-Dumbara","No of Rejected Votes",386,1.53
1988,"Mahanuwara","Udu-Dumbara","Total No of Votes Polled",25208,67.5
1988,"Mahanuwara","Udu-Dumbara","No of Registered Electors",37345,NA
1988,"Mahanuwara","Teldeniya","Mr.Ranasinghe Premadasa",9912,50.63
1988,"Mahanuwara","Teldeniya","Mrs.Sirimavo Ratwatte Dias Bandaranaike",9417,48.1
1988,"Mahanuwara","Teldeniya","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",247,1.26
1988,"Mahanuwara","Teldeniya","Total No of Valid Votes",19576,98.3
1988,"Mahanuwara","Teldeniya","No of Rejected Votes",339,1.7
1988,"Mahanuwara","Teldeniya","Total No of Votes Polled",19915,72
1988,"Mahanuwara","Teldeniya","No of Registered Electors",27659,NA
1988,"Mahanuwara","Kundasale","Mr.Ranasinghe Premadasa",15231,54.82
1988,"Mahanuwara","Kundasale","Mrs.Sirimavo Ratwatte Dias Bandaranaike",12118,43.62
1988,"Mahanuwara","Kundasale","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",433,1.56
1988,"Mahanuwara","Kundasale","Total No of Valid Votes",27782,98.56
1988,"Mahanuwara","Kundasale","No of Rejected Votes",407,1.44
1988,"Mahanuwara","Kundasale","Total No of Votes Polled",28189,57.72
1988,"Mahanuwara","Kundasale","No of Registered Electors",48841,NA
1988,"Mahanuwara","Hewaheta","Mr.Ranasinghe Premadasa",19688,57.9
1988,"Mahanuwara","Hewaheta","Mrs.Sirimavo Ratwatte Dias Bandaranaike",14015,41.22
1988,"Mahanuwara","Hewaheta","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",298,0.88
1988,"Mahanuwara","Hewaheta","Total No of Valid Votes",34001,98.91
1988,"Mahanuwara","Hewaheta","No of Rejected Votes",373,1.09
1988,"Mahanuwara","Hewaheta","Total No of Votes Polled",34374,80.19
1988,"Mahanuwara","Hewaheta","No of Registered Electors",42868,NA
1988,"Mahanuwara","Senkadagala","Mr.Ranasinghe Premadasa",16825,52.01
1988,"Mahanuwara","Senkadagala","Mrs.Sirimavo Ratwatte Dias Bandaranaike",14690,45.41
1988,"Mahanuwara","Senkadagala","Mr.Ahangama Vithanage Oswin Nandimitra Abhayagunasekara",834,2.58
1988,"Mahanuwara","Senkadagala","Total No of Valid Votes",32349,98.79
