"Year","District","Electorate","ColNames","Votes","Percentage"
2010,"Colombo","Colombo-West","Mahinda Rajapaksha",6350,24.39
2010,"Colombo","Colombo-West","Vickramabahu Karunaratna",104,0.4
2010,"Colombo","Colombo-West","M K Sivajilingam",63,0.24
2010,"Colombo","Colombo-West","Mohomad Cassim Mohomad Ismail",45,0.17
2010,"Colombo","Colombo-West","Channa Janaka Sugathsiri Gamage",43,0.17
2010,"Colombo","Colombo-West","Panagoda Don Prince Soloman Anura Liyanage",33,0.13
2010,"Colombo","Colombo-West","Ukkubanda Wijekoon",29,0.11
2010,"Colombo","Colombo-West","Wije Dias",21,0.08
2010,"Colombo","Colombo-West","Achala Ashoka Suraweera",20,0.08
2010,"Colombo","Colombo-West","Sarath Manamendra",19,0.07
2010,"Colombo","Colombo-West","W V Mahiman Ranjith",18,0.07
2010,"Colombo","Colombo-West","Lal Perera",18,0.07
2010,"Colombo","Colombo-West","Idroos Mohomad Ilyas",12,0.05
2010,"Colombo","Colombo-West","Sirithunga Jayasuriya",10,0.04
2010,"Colombo","Colombo-West","Upali Sarath Kongahage",8,0.03
2010,"Colombo","Colombo-West","Muthu Bandara Theminimulla",5,0.02
2010,"Colombo","Colombo-West","Senaratna de Silva",5,0.02
2010,"Colombo","Colombo-West","Aruna de Zoysa",5,0.02
2010,"Colombo","Colombo-West","Mohamed Musthaffa",5,0.02
2010,"Colombo","Colombo-West","Sanath Pinnaduwa",5,0.02
2010,"Colombo","Colombo-West","Battaramulle Seelarathana Thero",1,0
2010,"Colombo","Colombo-West","Total No of Valid Votes",26030,98.32
2010,"Colombo","Colombo-West","No of Rejected Votes",444,1.68
2010,"Colombo","Colombo-West","Total No of Votes Polled",26474,68.02
2010,"Colombo","Colombo-West","No of Registered Electors",38921,NA
2010,"Colombo","Dehiwala","Sarath Fonseka",24441,55.07
2010,"Colombo","Dehiwala","Mahinda Rajapaksha",19457,43.84
2010,"Colombo","Dehiwala","Vickramabahu Karunaratna",73,0.16
2010,"Colombo","Dehiwala","Panagoda Don Prince Soloman Anura Liyanage",63,0.14
2010,"Colombo","Dehiwala","Mohomad Cassim Mohomad Ismail",52,0.12
2010,"Colombo","Dehiwala","M K Sivajilingam",43,0.1
2010,"Colombo","Dehiwala","W V Mahiman Ranjith",39,0.09
2010,"Colombo","Dehiwala","Achala Ashoka Suraweera",34,0.08
2010,"Colombo","Dehiwala","Channa Janaka Sugathsiri Gamage",33,0.07
2010,"Colombo","Dehiwala","Ukkubanda Wijekoon",25,0.06
2010,"Colombo","Dehiwala","Sarath Manamendra",22,0.05
2010,"Colombo","Dehiwala","Idroos Mohomad Ilyas",19,0.04
2010,"Colombo","Dehiwala","Lal Perera",18,0.04
2010,"Colombo","Dehiwala","Sirithunga Jayasuriya",14,0.03
2010,"Colombo","Dehiwala","Wije Dias",12,0.03
2010,"Colombo","Dehiwala","Sanath Pinnaduwa",8,0.02
2010,"Colombo","Dehiwala","Mohamed Musthaffa",7,0.02
2010,"Colombo","Dehiwala","Battaramulle Seelarathana Thero",6,0.01
2010,"Colombo","Dehiwala","Upali Sarath Kongahage",5,0.01
2010,"Colombo","Dehiwala","Muthu Bandara Theminimulla",5,0.01
2010,"Colombo","Dehiwala","Senaratna de Silva",5,0.01
2010,"Colombo","Dehiwala","Aruna de Zoysa",2,0
2010,"Colombo","Dehiwala","Total No of Valid Votes",44383,98.96
2010,"Colombo","Dehiwala","No of Rejected Votes",465,1.04
2010,"Colombo","Dehiwala","Total No of Votes Polled",44848,73.29
2010,"Colombo","Dehiwala","No of Registered Electors",61194,NA
2010,"Colombo","Ratmalana","Mahinda Rajapaksha",26215,53.16
2010,"Colombo","Ratmalana","Sarath Fonseka",22589,45.8
2010,"Colombo","Ratmalana","Panagoda Don Prince Soloman Anura Liyanage",71,0.14
2010,"Colombo","Ratmalana","Achala Ashoka Suraweera",59,0.12
2010,"Colombo","Ratmalana","Vickramabahu Karunaratna",55,0.11
2010,"Colombo","Ratmalana","Mohomad Cassim Mohomad Ismail",46,0.09
2010,"Colombo","Ratmalana","W V Mahiman Ranjith",45,0.09
2010,"Colombo","Ratmalana","Channa Janaka Sugathsiri Gamage",44,0.09
2010,"Colombo","Ratmalana","Lal Perera",24,0.05
2010,"Colombo","Ratmalana","Idroos Mohomad Ilyas",24,0.05
2010,"Colombo","Ratmalana","Sirithunga Jayasuriya",22,0.04
2010,"Colombo","Ratmalana","Ukkubanda Wijekoon",22,0.04
2010,"Colombo","Ratmalana","Sarath Manamendra",22,0.04
2010,"Colombo","Ratmalana","M K Sivajilingam",17,0.03
2010,"Colombo","Ratmalana","Wije Dias",17,0.03
2010,"Colombo","Ratmalana","Sanath Pinnaduwa",10,0.02
2010,"Colombo","Ratmalana","Upali Sarath Kongahage",7,0.01
2010,"Colombo","Ratmalana","Battaramulle Seelarathana Thero",7,0.01
2010,"Colombo","Ratmalana","Mohamed Musthaffa",7,0.01
2010,"Colombo","Ratmalana","Senaratna de Silva",6,0.01
2010,"Colombo","Ratmalana","Muthu Bandara Theminimulla",4,0.01
2010,"Colombo","Ratmalana","Aruna de Zoysa",3,0.01
2010,"Colombo","Ratmalana","Total No of Valid Votes",49316,98.97
2010,"Colombo","Ratmalana","No of Rejected Votes",512,1.03
2010,"Colombo","Ratmalana","Total No of Votes Polled",49828,74.79
2010,"Colombo","Ratmalana","No of Registered Electors",66622,NA
2010,"Colombo","Kolonnawa","Mahinda Rajapaksha",46002,53.19
2010,"Colombo","Kolonnawa","Sarath Fonseka",39497,45.67
2010,"Colombo","Kolonnawa","Panagoda Don Prince Soloman Anura Liyanage",178,0.21
2010,"Colombo","Kolonnawa","Mohomad Cassim Mohomad Ismail",135,0.16
2010,"Colombo","Kolonnawa","Channa Janaka Sugathsiri Gamage",120,0.14
2010,"Colombo","Kolonnawa","Achala Ashoka Suraweera",106,0.12
2010,"Colombo","Kolonnawa","W V Mahiman Ranjith",96,0.11
2010,"Colombo","Kolonnawa","Lal Perera",63,0.07
2010,"Colombo","Kolonnawa","Sarath Manamendra",47,0.05
2010,"Colombo","Kolonnawa","Vickramabahu Karunaratna",43,0.05
2010,"Colombo","Kolonnawa","Sirithunga Jayasuriya",39,0.05
2010,"Colombo","Kolonnawa","Idroos Mohomad Ilyas",36,0.04
2010,"Colombo","Kolonnawa","Ukkubanda Wijekoon",28,0.03
2010,"Colombo","Kolonnawa","Wije Dias",17,0.02
2010,"Colombo","Kolonnawa","M K Sivajilingam",15,0.02
2010,"Colombo","Kolonnawa","Sanath Pinnaduwa",15,0.02
2010,"Colombo","Kolonnawa","Aruna de Zoysa",14,0.02
2010,"Colombo","Kolonnawa","Battaramulle Seelarathana Thero",10,0.01
2010,"Colombo","Kolonnawa","Upali Sarath Kongahage",7,0.01
2010,"Colombo","Kolonnawa","Mohamed Musthaffa",7,0.01
2010,"Colombo","Kolonnawa","Senaratna de Silva",7,0.01
2010,"Colombo","Kolonnawa","Muthu Bandara Theminimulla",4,0
2010,"Colombo","Kolonnawa","Total No of Valid Votes",86486,98.98
2010,"Colombo","Kolonnawa","No of Rejected Votes",893,1.02
2010,"Colombo","Kolonnawa","Total No of Votes Polled",87379,77.76
2010,"Colombo","Kolonnawa","No of Registered Electors",112363,NA
2010,"Colombo","Kotte","Mahinda Rajapaksha",29125,52.17
2010,"Colombo","Kotte","Sarath Fonseka",26129,46.81
2010,"Colombo","Kotte","Panagoda Don Prince Soloman Anura Liyanage",136,0.24
2010,"Colombo","Kotte","W V Mahiman Ranjith",56,0.1
2010,"Colombo","Kotte","Mohomad Cassim Mohomad Ismail",55,0.1
2010,"Colombo","Kotte","Vickramabahu Karunaratna",51,0.09
2010,"Colombo","Kotte","Channa Janaka Sugathsiri Gamage",46,0.08
2010,"Colombo","Kotte","Achala Ashoka Suraweera",45,0.08
2010,"Colombo","Kotte","Ukkubanda Wijekoon",33,0.06
2010,"Colombo","Kotte","Lal Perera",31,0.06
2010,"Colombo","Kotte","Sirithunga Jayasuriya",24,0.04
2010,"Colombo","Kotte","Sarath Manamendra",19,0.03
2010,"Colombo","Kotte","Idroos Mohomad Ilyas",16,0.03
2010,"Colombo","Kotte","M K Sivajilingam",10,0.02
2010,"Colombo","Kotte","Senaratna de Silva",10,0.02
2010,"Colombo","Kotte","Wije Dias",9,0.02
2010,"Colombo","Kotte","Battaramulle Seelarathana Thero",8,0.01
2010,"Colombo","Kotte","Muthu Bandara Theminimulla",6,0.01
2010,"Colombo","Kotte","Upali Sarath Kongahage",6,0.01
2010,"Colombo","Kotte","Aruna de Zoysa",4,0.01
2010,"Colombo","Kotte","Sanath Pinnaduwa",4,0.01
2010,"Colombo","Kotte","Mohamed Musthaffa",2,0
2010,"Colombo","Kotte","Total No of Valid Votes",55825,99.01
2010,"Colombo","Kotte","No of Rejected Votes",557,0.99
2010,"Colombo","Kotte","Total No of Votes Polled",56382,77.23
2010,"Colombo","Kotte","No of Registered Electors",73009,NA
2010,"Colombo","Kaduwela","Mahinda Rajapaksha",76103,62.24
2010,"Colombo","Kaduwela","Sarath Fonseka",45082,36.87
2010,"Colombo","Kaduwela","Achala Ashoka Suraweera",179,0.15
2010,"Colombo","Kaduwela","W V Mahiman Ranjith",132,0.11
2010,"Colombo","Kaduwela","Mohomad Cassim Mohomad Ismail",127,0.1
2010,"Colombo","Kaduwela","Panagoda Don Prince Soloman Anura Liyanage",124,0.1
2010,"Colombo","Kaduwela","Channa Janaka Sugathsiri Gamage",105,0.09
2010,"Colombo","Kaduwela","Ukkubanda Wijekoon",75,0.06
2010,"Colombo","Kaduwela","Vickramabahu Karunaratna",47,0.04
2010,"Colombo","Kaduwela","Sarath Manamendra",45,0.04
2010,"Colombo","Kaduwela","Sirithunga Jayasuriya",45,0.04
2010,"Colombo","Kaduwela","Idroos Mohomad Ilyas",41,0.03
2010,"Colombo","Kaduwela","Lal Perera",40,0.03
2010,"Colombo","Kaduwela","Wije Dias",26,0.02
2010,"Colombo","Kaduwela","M K Sivajilingam",20,0.02
2010,"Colombo","Kaduwela","Mohamed Musthaffa",18,0.01
2010,"Colombo","Kaduwela","Battaramulle Seelarathana Thero",17,0.01
2010,"Colombo","Kaduwela","Aruna de Zoysa",13,0.01
2010,"Colombo","Kaduwela","Upali Sarath Kongahage",11,0.01
2010,"Colombo","Kaduwela","Senaratna de Silva",11,0.01
2010,"Colombo","Kaduwela","Sanath Pinnaduwa",8,0.01
2010,"Colombo","Kaduwela","Muthu Bandara Theminimulla",7,0.01
2010,"Colombo","Kaduwela","Total No of Valid Votes",122276,99.31
2010,"Colombo","Kaduwela","No of Rejected Votes",850,0.69
2010,"Colombo","Kaduwela","Total No of Votes Polled",123126,77.57
2010,"Colombo","Kaduwela","No of Registered Electors",158736,NA
2010,"Colombo","Avissawella","Mahinda Rajapaksha",53664,64.09
2010,"Colombo","Avissawella","Sarath Fonseka",28875,34.49
2010,"Colombo","Avissawella","Achala Ashoka Suraweera",215,0.26
2010,"Colombo","Avissawella","Mohomad Cassim Mohomad Ismail",151,0.18
2010,"Colombo","Avissawella","W V Mahiman Ranjith",148,0.18
2010,"Colombo","Avissawella","Channa Janaka Sugathsiri Gamage",129,0.15
2010,"Colombo","Avissawella","Panagoda Don Prince Soloman Anura Liyanage",94,0.11
2010,"Colombo","Avissawella","Vickramabahu Karunaratna",68,0.08
2010,"Colombo","Avissawella","Sirithunga Jayasuriya",56,0.07
2010,"Colombo","Avissawella","Ukkubanda Wijekoon",52,0.06
2010,"Colombo","Avissawella","Lal Perera",43,0.05
2010,"Colombo","Avissawella","M K Sivajilingam",42,0.05
2010,"Colombo","Avissawella","Sarath Manamendra",42,0.05
2010,"Colombo","Avissawella","Idroos Mohomad Ilyas",37,0.04
2010,"Colombo","Avissawella","Wije Dias",30,0.04
2010,"Colombo","Avissawella","Aruna de Zoysa",17,0.02
2010,"Colombo","Avissawella","Senaratna de Silva",16,0.02
2010,"Colombo","Avissawella","Mohamed Musthaffa",13,0.02
2010,"Colombo","Avissawella","Battaramulle Seelarathana Thero",12,0.01
2010,"Colombo","Avissawella","Upali Sarath Kongahage",10,0.01
2010,"Colombo","Avissawella","Sanath Pinnaduwa",9,0.01
2010,"Colombo","Avissawella","Muthu Bandara Theminimulla",9,0.01
2010,"Colombo","Avissawella","Total No of Valid Votes",83732,99.18
2010,"Colombo","Avissawella","No of Rejected Votes",689,0.82
2010,"Colombo","Avissawella","Total No of Votes Polled",84421,78.07
2010,"Colombo","Avissawella","No of Registered Electors",108138,NA
2010,"Colombo","Homagama","Mahinda Rajapaksha",80799,66.62
2010,"Colombo","Homagama","Sarath Fonseka",39414,32.5
2010,"Colombo","Homagama","Achala Ashoka Suraweera",217,0.18
2010,"Colombo","Homagama","Mohomad Cassim Mohomad Ismail",143,0.12
2010,"Colombo","Homagama","W V Mahiman Ranjith",131,0.11
2010,"Colombo","Homagama","Panagoda Don Prince Soloman Anura Liyanage",115,0.09
2010,"Colombo","Homagama","Channa Janaka Sugathsiri Gamage",84,0.07
2010,"Colombo","Homagama","Ukkubanda Wijekoon",52,0.04
2010,"Colombo","Homagama","Vickramabahu Karunaratna",52,0.04
2010,"Colombo","Homagama","Lal Perera",42,0.03
2010,"Colombo","Homagama","Sarath Manamendra",39,0.03
2010,"Colombo","Homagama","Sirithunga Jayasuriya",37,0.03
2010,"Colombo","Homagama","Idroos Mohomad Ilyas",33,0.03
2010,"Colombo","Homagama","Wije Dias",24,0.02
2010,"Colombo","Homagama","M K Sivajilingam",23,0.02
2010,"Colombo","Homagama","Battaramulle Seelarathana Thero",18,0.01
2010,"Colombo","Homagama","Mohamed Musthaffa",13,0.01
2010,"Colombo","Homagama","Aruna de Zoysa",11,0.01
2010,"Colombo","Homagama","Sanath Pinnaduwa",10,0.01
2010,"Colombo","Homagama","Muthu Bandara Theminimulla",8,0.01
2010,"Colombo","Homagama","Senaratna de Silva",7,0.01
2010,"Colombo","Homagama","Upali Sarath Kongahage",7,0.01
2010,"Colombo","Homagama","Total No of Valid Votes",121279,99.37
2010,"Colombo","Homagama","No of Rejected Votes",770,0.63
2010,"Colombo","Homagama","Total No of Votes Polled",122049,78.38
2010,"Colombo","Homagama","No of Registered Electors",155720,NA
2010,"Colombo","Maharagama","Mahinda Rajapaksha",59360,62.32
2010,"Colombo","Maharagama","Sarath Fonseka",35162,36.91
2010,"Colombo","Maharagama","W V Mahiman Ranjith",109,0.11
2010,"Colombo","Maharagama","Panagoda Don Prince Soloman Anura Liyanage",107,0.11
2010,"Colombo","Maharagama","Achala Ashoka Suraweera",103,0.11
2010,"Colombo","Maharagama","Mohomad Cassim Mohomad Ismail",65,0.07
2010,"Colombo","Maharagama","Channa Janaka Sugathsiri Gamage",51,0.05
2010,"Colombo","Maharagama","Vickramabahu Karunaratna",49,0.05
2010,"Colombo","Maharagama","Ukkubanda Wijekoon",40,0.04
2010,"Colombo","Maharagama","Sarath Manamendra",30,0.03
2010,"Colombo","Maharagama","Sirithunga Jayasuriya",29,0.03
2010,"Colombo","Maharagama","Wije Dias",26,0.03
2010,"Colombo","Maharagama","Lal Perera",23,0.02
2010,"Colombo","Maharagama","Idroos Mohomad Ilyas",23,0.02
2010,"Colombo","Maharagama","M K Sivajilingam",17,0.02
2010,"Colombo","Maharagama","Battaramulle Seelarathana Thero",13,0.01
2010,"Colombo","Maharagama","Upali Sarath Kongahage",12,0.01
2010,"Colombo","Maharagama","Senaratna de Silva",10,0.01
2010,"Colombo","Maharagama","Mohamed Musthaffa",9,0.01
2010,"Colombo","Maharagama","Muthu Bandara Theminimulla",7,0.01
2010,"Colombo","Maharagama","Aruna de Zoysa",6,0.01
2010,"Colombo","Maharagama","Sanath Pinnaduwa",4,0
2010,"Colombo","Maharagama","Total No of Valid Votes",95255,99.2
2010,"Colombo","Maharagama","No of Rejected Votes",768,0.8
2010,"Colombo","Maharagama","Total No of Votes Polled",96023,79.2
2010,"Colombo","Maharagama","No of Registered Electors",121247,NA
2010,"Colombo","Kesbewa","Mahinda Rajapaksha",77474,65.1
2010,"Colombo","Kesbewa","Sarath Fonseka",40474,34.01
2010,"Colombo","Kesbewa","Achala Ashoka Suraweera",189,0.16
2010,"Colombo","Kesbewa","Panagoda Don Prince Soloman Anura Liyanage",134,0.11
2010,"Colombo","Kesbewa","W V Mahiman Ranjith",134,0.11
2010,"Colombo","Kesbewa","Mohomad Cassim Mohomad Ismail",106,0.09
2010,"Colombo","Kesbewa","Channa Janaka Sugathsiri Gamage",83,0.07
2010,"Colombo","Kesbewa","Ukkubanda Wijekoon",70,0.06
2010,"Colombo","Kesbewa","Sarath Manamendra",53,0.04
2010,"Colombo","Kesbewa","Lal Perera",50,0.04
2010,"Colombo","Kesbewa","Vickramabahu Karunaratna",47,0.04
2010,"Colombo","Kesbewa","Wije Dias",34,0.03
2010,"Colombo","Kesbewa","Sirithunga Jayasuriya",33,0.03
2010,"Colombo","Kesbewa","Idroos Mohomad Ilyas",33,0.03
2010,"Colombo","Kesbewa","Battaramulle Seelarathana Thero",19,0.02
2010,"Colombo","Kesbewa","M K Sivajilingam",16,0.01
2010,"Colombo","Kesbewa","Aruna de Zoysa",13,0.01
2010,"Colombo","Kesbewa","Senaratna de Silva",11,0.01
2010,"Colombo","Kesbewa","Mohamed Musthaffa",10,0.01
2010,"Colombo","Kesbewa","Muthu Bandara Theminimulla",9,0.01
2010,"Colombo","Kesbewa","Sanath Pinnaduwa",7,0.01
2010,"Colombo","Kesbewa","Upali Sarath Kongahage",7,0.01
2010,"Colombo","Kesbewa","Total No of Valid Votes",119006,99.33
2010,"Colombo","Kesbewa","No of Rejected Votes",803,0.67
2010,"Colombo","Kesbewa","Total No of Votes Polled",119809,80.57
2010,"Colombo","Kesbewa","No of Registered Electors",148696,NA
2010,"Colombo","Moratuwa","Mahinda Rajapaksha",52627,57.99
2010,"Colombo","Moratuwa","Sarath Fonseka",37233,41.03
2010,"Colombo","Moratuwa","Panagoda Don Prince Soloman Anura Liyanage",157,0.17
2010,"Colombo","Moratuwa","Achala Ashoka Suraweera",125,0.14
2010,"Colombo","Moratuwa","W V Mahiman Ranjith",108,0.12
2010,"Colombo","Moratuwa","Channa Janaka Sugathsiri Gamage",86,0.09
2010,"Colombo","Moratuwa","Mohomad Cassim Mohomad Ismail",69,0.08
2010,"Colombo","Moratuwa","Vickramabahu Karunaratna",67,0.07
2010,"Colombo","Moratuwa","Lal Perera",42,0.05
2010,"Colombo","Moratuwa","Ukkubanda Wijekoon",38,0.04
2010,"Colombo","Moratuwa","Sarath Manamendra",37,0.04
2010,"Colombo","Moratuwa","Sirithunga Jayasuriya",35,0.04
2010,"Colombo","Moratuwa","Idroos Mohomad Ilyas",23,0.03
2010,"Colombo","Moratuwa","Wije Dias",21,0.02
2010,"Colombo","Moratuwa","M K Sivajilingam",19,0.02
2010,"Colombo","Moratuwa","Sanath Pinnaduwa",12,0.01
2010,"Colombo","Moratuwa","Muthu Bandara Theminimulla",12,0.01
2010,"Colombo","Moratuwa","Aruna de Zoysa",11,0.01
2010,"Colombo","Moratuwa","Mohamed Musthaffa",11,0.01
2010,"Colombo","Moratuwa","Battaramulle Seelarathana Thero",8,0.01
2010,"Colombo","Moratuwa","Senaratna de Silva",7,0.01
2010,"Colombo","Moratuwa","Upali Sarath Kongahage",4,0
2010,"Colombo","Moratuwa","Total No of Valid Votes",90752,99.19
2010,"Colombo","Moratuwa","No of Rejected Votes",745,0.81
2010,"Colombo","Moratuwa","Total No of Votes Polled",91497,79.84
2010,"Colombo","Moratuwa","No of Registered Electors",114601,NA
2010,"Colombo","Postal District Votes","Mahinda Rajapaksha",12119,63.54
2010,"Colombo","Postal District Votes","Sarath Fonseka",6897,36.16
2010,"Colombo","Postal District Votes","Vickramabahu Karunaratna",16,0.08
2010,"Colombo","Postal District Votes","Mohomad Cassim Mohomad Ismail",8,0.04
2010,"Colombo","Postal District Votes","Channa Janaka Sugathsiri Gamage",7,0.04
2010,"Colombo","Postal District Votes","Sirithunga Jayasuriya",4,0.02
2010,"Colombo","Postal District Votes","Battaramulle Seelarathana Thero",4,0.02
2010,"Colombo","Postal District Votes","Idroos Mohomad Ilyas",3,0.02
2010,"Colombo","Postal District Votes","Achala Ashoka Suraweera",3,0.02
2010,"Colombo","Postal District Votes","Ukkubanda Wijekoon",2,0.01
2010,"Colombo","Postal District Votes","M K Sivajilingam",2,0.01
2010,"Colombo","Postal District Votes","W V Mahiman Ranjith",2,0.01
2010,"Colombo","Postal District Votes","Muthu Bandara Theminimulla",2,0.01
