"Year","District","Electorate","ColNames","Votes","Percentage"
1999,"Colombo","Ratmalana","Vasudeva Nanayakkara",203,0.46
1999,"Colombo","Ratmalana","Hudson Samarasinghe",10,0.02
1999,"Colombo","Ratmalana","Harishchandra Wijayatunga",485,1.1
1999,"Colombo","Ratmalana","Total No of Valid Votes",43964,96.7
1999,"Colombo","Ratmalana","No of Rejected Votes",1500,3.3
1999,"Colombo","Ratmalana","Total No of Votes Polled",45464,71.64
1999,"Colombo","Ratmalana","No of Registered Electors",63466,NA
1999,"Colombo","Kolonnawa","Abdul Rasool",107,0.15
1999,"Colombo","Kolonnawa","Alwis Weerakkody Premawardhana",13,0.02
1999,"Colombo","Kolonnawa","Ariyawansha Dissanayaka",16,0.02
1999,"Colombo","Kolonnawa","M.D. Nandana Gunathilaka",3385,4.83
1999,"Colombo","Kolonnawa","Kamal Karunadasa",42,0.06
1999,"Colombo","Kolonnawa","Chandrika Bandaranaike Kumaratunga",36907,52.62
1999,"Colombo","Kolonnawa","Tennyson Edirisuriya",113,0.16
1999,"Colombo","Kolonnawa","W.V.M. Ranjith",97,0.14
1999,"Colombo","Kolonnawa","Ranil Wickramasinghe",28681,40.9
1999,"Colombo","Kolonnawa","Rajiva Wijesinha",93,0.13
1999,"Colombo","Kolonnawa","Vasudeva Nanayakkara",188,0.27
1999,"Colombo","Kolonnawa","Hudson Samarasinghe",23,0.03
1999,"Colombo","Kolonnawa","Harishchandra Wijayatunga",468,0.67
1999,"Colombo","Kolonnawa","Total No of Valid Votes",70133,97.47
1999,"Colombo","Kolonnawa","No of Rejected Votes",1819,2.53
1999,"Colombo","Kolonnawa","Total No of Votes Polled",71952,74.82
1999,"Colombo","Kolonnawa","No of Registered Electors",96164,NA
1999,"Colombo","Kotte","Abdul Rasool",47,0.09
1999,"Colombo","Kotte","Alwis Weerakkody Premawardhana",15,0.03
1999,"Colombo","Kotte","Ariyawansha Dissanayaka",10,0.02
1999,"Colombo","Kotte","M.D. Nandana Gunathilaka",2075,4.18
1999,"Colombo","Kotte","Kamal Karunadasa",41,0.08
1999,"Colombo","Kotte","Chandrika Bandaranaike Kumaratunga",24782,49.93
1999,"Colombo","Kotte","Tennyson Edirisuriya",83,0.17
1999,"Colombo","Kotte","W.V.M. Ranjith",37,0.07
1999,"Colombo","Kotte","Ranil Wickramasinghe",21455,43.22
1999,"Colombo","Kotte","Rajiva Wijesinha",87,0.18
1999,"Colombo","Kotte","Vasudeva Nanayakkara",231,0.47
1999,"Colombo","Kotte","Hudson Samarasinghe",10,0.02
1999,"Colombo","Kotte","Harishchandra Wijayatunga",763,1.54
1999,"Colombo","Kotte","Total No of Valid Votes",49636,96.74
1999,"Colombo","Kotte","No of Rejected Votes",1675,3.26
1999,"Colombo","Kotte","Total No of Votes Polled",51311,72.86
1999,"Colombo","Kotte","No of Registered Electors",70424,NA
1999,"Colombo","Kaduwela","Abdul Rasool",91,0.1
1999,"Colombo","Kaduwela","Alwis Weerakkody Premawardhana",29,0.03
1999,"Colombo","Kaduwela","Ariyawansha Dissanayaka",34,0.04
1999,"Colombo","Kaduwela","M.D. Nandana Gunathilaka",6170,6.74
1999,"Colombo","Kaduwela","Kamal Karunadasa",79,0.09
1999,"Colombo","Kaduwela","Chandrika Bandaranaike Kumaratunga",50535,55.24
1999,"Colombo","Kaduwela","Tennyson Edirisuriya",112,0.12
1999,"Colombo","Kaduwela","W.V.M. Ranjith",102,0.11
1999,"Colombo","Kaduwela","Ranil Wickramasinghe",32951,36.02
1999,"Colombo","Kaduwela","Rajiva Wijesinha",101,0.11
1999,"Colombo","Kaduwela","Vasudeva Nanayakkara",338,0.37
1999,"Colombo","Kaduwela","Hudson Samarasinghe",32,0.03
1999,"Colombo","Kaduwela","Harishchandra Wijayatunga",916,1
1999,"Colombo","Kaduwela","Total No of Valid Votes",91490,97.31
1999,"Colombo","Kaduwela","No of Rejected Votes",2530,2.69
1999,"Colombo","Kaduwela","Total No of Votes Polled",94020,74.55
1999,"Colombo","Kaduwela","No of Registered Electors",126119,NA
1999,"Colombo","Avissawella","Abdul Rasool",109,0.17
1999,"Colombo","Avissawella","Alwis Weerakkody Premawardhana",47,0.07
1999,"Colombo","Avissawella","Ariyawansha Dissanayaka",30,0.05
1999,"Colombo","Avissawella","M.D. Nandana Gunathilaka",2976,4.57
1999,"Colombo","Avissawella","Kamal Karunadasa",91,0.14
1999,"Colombo","Avissawella","Chandrika Bandaranaike Kumaratunga",33957,52.1
1999,"Colombo","Avissawella","Tennyson Edirisuriya",113,0.17
1999,"Colombo","Avissawella","W.V.M. Ranjith",158,0.24
1999,"Colombo","Avissawella","Ranil Wickramasinghe",26903,41.27
1999,"Colombo","Avissawella","Rajiva Wijesinha",123,0.19
1999,"Colombo","Avissawella","Vasudeva Nanayakkara",300,0.46
1999,"Colombo","Avissawella","Hudson Samarasinghe",41,0.06
1999,"Colombo","Avissawella","Harishchandra Wijayatunga",334,0.51
1999,"Colombo","Avissawella","Total No of Valid Votes",65182,97.76
1999,"Colombo","Avissawella","No of Rejected Votes",1495,2.24
1999,"Colombo","Avissawella","Total No of Votes Polled",66677,75.84
1999,"Colombo","Avissawella","No of Registered Electors",87913,NA
1999,"Colombo","Homagama","Abdul Rasool",91,0.11
1999,"Colombo","Homagama","Alwis Weerakkody Premawardhana",37,0.04
1999,"Colombo","Homagama","Ariyawansha Dissanayaka",34,0.04
1999,"Colombo","Homagama","M.D. Nandana Gunathilaka",4878,5.8
1999,"Colombo","Homagama","Kamal Karunadasa",69,0.08
1999,"Colombo","Homagama","Chandrika Bandaranaike Kumaratunga",46823,55.66
1999,"Colombo","Homagama","Tennyson Edirisuriya",129,0.15
1999,"Colombo","Homagama","W.V.M. Ranjith",140,0.17
1999,"Colombo","Homagama","Ranil Wickramasinghe",30859,36.68
1999,"Colombo","Homagama","Rajiva Wijesinha",102,0.12
1999,"Colombo","Homagama","Vasudeva Nanayakkara",267,0.32
1999,"Colombo","Homagama","Hudson Samarasinghe",32,0.04
1999,"Colombo","Homagama","Harishchandra Wijayatunga",662,0.79
1999,"Colombo","Homagama","Total No of Valid Votes",84123,97.25
1999,"Colombo","Homagama","No of Rejected Votes",2383,2.75
1999,"Colombo","Homagama","Total No of Votes Polled",86506,74.21
1999,"Colombo","Homagama","No of Registered Electors",116577,NA
1999,"Colombo","Maharagama","Abdul Rasool",78,0.1
1999,"Colombo","Maharagama","Alwis Weerakkody Premawardhana",33,0.04
1999,"Colombo","Maharagama","Ariyawansha Dissanayaka",25,0.03
1999,"Colombo","Maharagama","M.D. Nandana Gunathilaka",4168,5.41
1999,"Colombo","Maharagama","Kamal Karunadasa",68,0.09
1999,"Colombo","Maharagama","Chandrika Bandaranaike Kumaratunga",43584,56.54
1999,"Colombo","Maharagama","Tennyson Edirisuriya",117,0.15
1999,"Colombo","Maharagama","W.V.M. Ranjith",98,0.13
1999,"Colombo","Maharagama","Ranil Wickramasinghe",27338,35.47
1999,"Colombo","Maharagama","Rajiva Wijesinha",82,0.11
1999,"Colombo","Maharagama","Vasudeva Nanayakkara",340,0.44
1999,"Colombo","Maharagama","Hudson Samarasinghe",31,0.04
1999,"Colombo","Maharagama","Harishchandra Wijayatunga",1119,1.45
1999,"Colombo","Maharagama","Total No of Valid Votes",77081,96.4
1999,"Colombo","Maharagama","No of Rejected Votes",2876,3.6
1999,"Colombo","Maharagama","Total No of Votes Polled",79957,73.61
1999,"Colombo","Maharagama","No of Registered Electors",108622,NA
1999,"Colombo","Kesbewa","Abdul Rasool",71,0.08
1999,"Colombo","Kesbewa","Alwis Weerakkody Premawardhana",26,0.03
1999,"Colombo","Kesbewa","Ariyawansha Dissanayaka",32,0.04
1999,"Colombo","Kesbewa","M.D. Nandana Gunathilaka",5236,5.84
1999,"Colombo","Kesbewa","Kamal Karunadasa",70,0.08
1999,"Colombo","Kesbewa","Chandrika Bandaranaike Kumaratunga",51240,57.17
1999,"Colombo","Kesbewa","Tennyson Edirisuriya",134,0.15
1999,"Colombo","Kesbewa","W.V.M. Ranjith",105,0.12
1999,"Colombo","Kesbewa","Ranil Wickramasinghe",31302,34.93
1999,"Colombo","Kesbewa","Rajiva Wijesinha",101,0.11
1999,"Colombo","Kesbewa","Vasudeva Nanayakkara",346,0.39
1999,"Colombo","Kesbewa","Hudson Samarasinghe",20,0.02
1999,"Colombo","Kesbewa","Harishchandra Wijayatunga",940,1.05
1999,"Colombo","Kesbewa","Total No of Valid Votes",89623,96.8
1999,"Colombo","Kesbewa","No of Rejected Votes",2967,3.2
1999,"Colombo","Kesbewa","Total No of Votes Polled",92590,76
1999,"Colombo","Kesbewa","No of Registered Electors",121836,NA
1999,"Colombo","Moratuwa","Abdul Rasool",76,0.1
1999,"Colombo","Moratuwa","Alwis Weerakkody Premawardhana",20,0.03
1999,"Colombo","Moratuwa","Ariyawansha Dissanayaka",38,0.05
1999,"Colombo","Moratuwa","M.D. Nandana Gunathilaka",3692,4.65
1999,"Colombo","Moratuwa","Kamal Karunadasa",70,0.09
1999,"Colombo","Moratuwa","Chandrika Bandaranaike Kumaratunga",41380,52.16
1999,"Colombo","Moratuwa","Tennyson Edirisuriya",127,0.16
1999,"Colombo","Moratuwa","W.V.M. Ranjith",96,0.12
1999,"Colombo","Moratuwa","Ranil Wickramasinghe",33017,41.62
1999,"Colombo","Moratuwa","Rajiva Wijesinha",72,0.09
1999,"Colombo","Moratuwa","Vasudeva Nanayakkara",288,0.36
1999,"Colombo","Moratuwa","Hudson Samarasinghe",20,0.03
1999,"Colombo","Moratuwa","Harishchandra Wijayatunga",431,0.54
1999,"Colombo","Moratuwa","Total No of Valid Votes",79327,97.53
1999,"Colombo","Moratuwa","No of Rejected Votes",2006,2.47
1999,"Colombo","Moratuwa","Total No of Votes Polled",81333,77.11
1999,"Colombo","Moratuwa","No of Registered Electors",105483,NA
1999,"Colombo","Postal District Votes","Abdul Rasool",17,0.11
1999,"Colombo","Postal District Votes","Alwis Weerakkody Premawardhana",4,0.03
1999,"Colombo","Postal District Votes","Ariyawansha Dissanayaka",4,0.03
1999,"Colombo","Postal District Votes","M.D. Nandana Gunathilaka",1152,7.29
1999,"Colombo","Postal District Votes","Kamal Karunadasa",2,0.01
1999,"Colombo","Postal District Votes","Chandrika Bandaranaike Kumaratunga",7894,49.97
1999,"Colombo","Postal District Votes","Tennyson Edirisuriya",11,0.07
1999,"Colombo","Postal District Votes","W.V.M. Ranjith",3,0.02
1999,"Colombo","Postal District Votes","Ranil Wickramasinghe",6070,38.42
1999,"Colombo","Postal District Votes","Rajiva Wijesinha",6,0.04
1999,"Colombo","Postal District Votes","Vasudeva Nanayakkara",237,1.5
1999,"Colombo","Postal District Votes","Hudson Samarasinghe",1,0.01
1999,"Colombo","Postal District Votes","Harishchandra Wijayatunga",397,2.51
1999,"Colombo","Postal District Votes","Total No of Valid Votes",15798,93.25
1999,"Colombo","Postal District Votes","No of Rejected Votes",1144,6.75
1999,"Colombo","Postal District Votes","Total No of Votes Polled",16942,NA
1999,"Colombo","Final District Results","Abdul Rasool",1980,0.21
1999,"Colombo","Final District Results","Alwis Weerakkody Premawardhana",309,0.03
1999,"Colombo","Final District Results","Ariyawansha Dissanayaka",329,0.03
1999,"Colombo","Final District Results","M.D. Nandana Gunathilaka",44009,4.56
1999,"Colombo","Final District Results","Kamal Karunadasa",783,0.08
1999,"Colombo","Final District Results","Chandrika Bandaranaike Kumaratunga",474310,49.18
1999,"Colombo","Final District Results","Tennyson Edirisuriya",1370,0.14
1999,"Colombo","Final District Results","W.V.M. Ranjith",1319,0.14
1999,"Colombo","Final District Results","Ranil Wickramasinghe",425185,44.08
1999,"Colombo","Final District Results","Rajiva Wijesinha",1376,0.14
1999,"Colombo","Final District Results","Vasudeva Nanayakkara",5000,0.52
1999,"Colombo","Final District Results","Hudson Samarasinghe",355,0.04
1999,"Colombo","Final District Results","Harishchandra Wijayatunga",8209,0.85
1999,"Colombo","Final District Results","Total No of Valid Votes",964534,97.06
1999,"Colombo","Final District Results","No of Rejected Votes",29197,2.94
1999,"Colombo","Final District Results","Total No of Votes Polled",993731,74.32
1999,"Colombo","Final District Results","No of Registered Electors",1337083,NA
1999,"Gampaha","Wattala","Abdul Rasool",60,0.09
1999,"Gampaha","Wattala","Alwis Weerakkody Premawardhana",17,0.03
1999,"Gampaha","Wattala","Ariyawansha Dissanayaka",27,0.04
1999,"Gampaha","Wattala","M.D. Nandana Gunathilaka",2127,3.2
1999,"Gampaha","Wattala","Kamal Karunadasa",47,0.07
1999,"Gampaha","Wattala","Chandrika Bandaranaike Kumaratunga",32954,49.55
1999,"Gampaha","Wattala","Tennyson Edirisuriya",74,0.11
1999,"Gampaha","Wattala","W.V.M. Ranjith",83,0.12
1999,"Gampaha","Wattala","Ranil Wickramasinghe",30566,45.96
1999,"Gampaha","Wattala","Rajiva Wijesinha",72,0.11
1999,"Gampaha","Wattala","Vasudeva Nanayakkara",279,0.42
1999,"Gampaha","Wattala","Hudson Samarasinghe",22,0.03
1999,"Gampaha","Wattala","Harishchandra Wijayatunga",184,0.28
1999,"Gampaha","Wattala","Total No of Valid Votes",66512,97.74
1999,"Gampaha","Wattala","No of Rejected Votes",1541,2.26
1999,"Gampaha","Wattala","Total No of Votes Polled",68053,77
1999,"Gampaha","Wattala","No of Registered Electors",88377,NA
1999,"Gampaha","Negombo","Abdul Rasool",126,0.21
1999,"Gampaha","Negombo","Alwis Weerakkody Premawardhana",15,0.03
1999,"Gampaha","Negombo","Ariyawansha Dissanayaka",20,0.03
1999,"Gampaha","Negombo","M.D. Nandana Gunathilaka",1360,2.31
1999,"Gampaha","Negombo","Kamal Karunadasa",55,0.09
1999,"Gampaha","Negombo","Chandrika Bandaranaike Kumaratunga",28515,48.48
1999,"Gampaha","Negombo","Tennyson Edirisuriya",111,0.19
1999,"Gampaha","Negombo","W.V.M. Ranjith",92,0.16
1999,"Gampaha","Negombo","Ranil Wickramasinghe",28156,47.87
1999,"Gampaha","Negombo","Rajiva Wijesinha",74,0.13
1999,"Gampaha","Negombo","Vasudeva Nanayakkara",156,0.27
1999,"Gampaha","Negombo","Hudson Samarasinghe",36,0.06
1999,"Gampaha","Negombo","Harishchandra Wijayatunga",106,0.18
1999,"Gampaha","Negombo","Total No of Valid Votes",58822,98.03
1999,"Gampaha","Negombo","No of Rejected Votes",1181,1.97
1999,"Gampaha","Negombo","Total No of Votes Polled",60003,71.85
1999,"Gampaha","Negombo","No of Registered Electors",83508,NA
1999,"Gampaha","Katana","Abdul Rasool",82,0.11
1999,"Gampaha","Katana","Alwis Weerakkody Premawardhana",21,0.03
1999,"Gampaha","Katana","Ariyawansha Dissanayaka",19,0.02
1999,"Gampaha","Katana","M.D. Nandana Gunathilaka",2224,2.92
1999,"Gampaha","Katana","Kamal Karunadasa",71,0.09
1999,"Gampaha","Katana","Chandrika Bandaranaike Kumaratunga",45607,59.82
1999,"Gampaha","Katana","Tennyson Edirisuriya",148,0.19
1999,"Gampaha","Katana","W.V.M. Ranjith",125,0.16
1999,"Gampaha","Katana","Ranil Wickramasinghe",27389,35.93
1999,"Gampaha","Katana","Rajiva Wijesinha",92,0.12
1999,"Gampaha","Katana","Vasudeva Nanayakkara",171,0.22
1999,"Gampaha","Katana","Hudson Samarasinghe",25,0.03
1999,"Gampaha","Katana","Harishchandra Wijayatunga",261,0.34
1999,"Gampaha","Katana","Total No of Valid Votes",76235,98.01
1999,"Gampaha","Katana","No of Rejected Votes",1545,1.99
1999,"Gampaha","Katana","Total No of Votes Polled",77780,77.51
1999,"Gampaha","Katana","No of Registered Electors",100352,NA
1999,"Gampaha","Divulapitiya","Abdul Rasool",54,0.08
1999,"Gampaha","Divulapitiya","Alwis Weerakkody Premawardhana",30,0.05
1999,"Gampaha","Divulapitiya","Ariyawansha Dissanayaka",21,0.03
1999,"Gampaha","Divulapitiya","M.D. Nandana Gunathilaka",2046,3.14
1999,"Gampaha","Divulapitiya","Kamal Karunadasa",62,0.1
1999,"Gampaha","Divulapitiya","Chandrika Bandaranaike Kumaratunga",35245,54.1
1999,"Gampaha","Divulapitiya","Tennyson Edirisuriya",107,0.16
1999,"Gampaha","Divulapitiya","W.V.M. Ranjith",127,0.19
1999,"Gampaha","Divulapitiya","Ranil Wickramasinghe",27007,41.46
1999,"Gampaha","Divulapitiya","Rajiva Wijesinha",100,0.15
1999,"Gampaha","Divulapitiya","Vasudeva Nanayakkara",97,0.15
1999,"Gampaha","Divulapitiya","Hudson Samarasinghe",36,0.06
1999,"Gampaha","Divulapitiya","Harishchandra Wijayatunga",215,0.33
1999,"Gampaha","Divulapitiya","Total No of Valid Votes",65147,98.58
1999,"Gampaha","Divulapitiya","No of Rejected Votes",941,1.42
1999,"Gampaha","Divulapitiya","Total No of Votes Polled",66088,79.55
1999,"Gampaha","Divulapitiya","No of Registered Electors",83077,NA
1999,"Gampaha","Mirigama","Abdul Rasool",198,0.27
1999,"Gampaha","Mirigama","Alwis Weerakkody Premawardhana",21,0.03
1999,"Gampaha","Mirigama","Ariyawansha Dissanayaka",31,0.04
1999,"Gampaha","Mirigama","M.D. Nandana Gunathilaka",4213,5.85
1999,"Gampaha","Mirigama","Kamal Karunadasa",82,0.11
1999,"Gampaha","Mirigama","Chandrika Bandaranaike Kumaratunga",38075,52.86
1999,"Gampaha","Mirigama","Tennyson Edirisuriya",116,0.16
1999,"Gampaha","Mirigama","W.V.M. Ranjith",150,0.21
1999,"Gampaha","Mirigama","Ranil Wickramasinghe",28456,39.51
1999,"Gampaha","Mirigama","Rajiva Wijesinha",106,0.15
1999,"Gampaha","Mirigama","Vasudeva Nanayakkara",112,0.16
1999,"Gampaha","Mirigama","Hudson Samarasinghe",50,0.07
1999,"Gampaha","Mirigama","Harishchandra Wijayatunga",415,0.58
1999,"Gampaha","Mirigama","Total No of Valid Votes",72025,97.8
1999,"Gampaha","Mirigama","No of Rejected Votes",1619,2.2
1999,"Gampaha","Mirigama","Total No of Votes Polled",73644,75.99
1999,"Gampaha","Mirigama","No of Registered Electors",96907,NA
1999,"Gampaha","Minuwangoda","Abdul Rasool",98,0.13
1999,"Gampaha","Minuwangoda","Alwis Weerakkody Premawardhana",20,0.03
1999,"Gampaha","Minuwangoda","Ariyawansha Dissanayaka",33,0.04
1999,"Gampaha","Minuwangoda","M.D. Nandana Gunathilaka",3658,4.85
1999,"Gampaha","Minuwangoda","Kamal Karunadasa",94,0.12
1999,"Gampaha","Minuwangoda","Chandrika Bandaranaike Kumaratunga",42314,56.05
1999,"Gampaha","Minuwangoda","Tennyson Edirisuriya",125,0.17
1999,"Gampaha","Minuwangoda","W.V.M. Ranjith",134,0.18
1999,"Gampaha","Minuwangoda","Ranil Wickramasinghe",28328,37.53
1999,"Gampaha","Minuwangoda","Rajiva Wijesinha",102,0.14
1999,"Gampaha","Minuwangoda","Vasudeva Nanayakkara",106,0.14
1999,"Gampaha","Minuwangoda","Hudson Samarasinghe",29,0.04
1999,"Gampaha","Minuwangoda","Harishchandra Wijayatunga",450,0.6
1999,"Gampaha","Minuwangoda","Total No of Valid Votes",75491,98.03
1999,"Gampaha","Minuwangoda","No of Rejected Votes",1514,1.97
1999,"Gampaha","Minuwangoda","Total No of Votes Polled",77005,77.84
1999,"Gampaha","Minuwangoda","No of Registered Electors",98927,NA
1999,"Gampaha","Attanagalla","Abdul Rasool",212,0.27
1999,"Gampaha","Attanagalla","Alwis Weerakkody Premawardhana",14,0.02
1999,"Gampaha","Attanagalla","Ariyawansha Dissanayaka",52,0.07
1999,"Gampaha","Attanagalla","M.D. Nandana Gunathilaka",3608,4.64
1999,"Gampaha","Attanagalla","Kamal Karunadasa",77,0.1
1999,"Gampaha","Attanagalla","Chandrika Bandaranaike Kumaratunga",51204,65.79
1999,"Gampaha","Attanagalla","Tennyson Edirisuriya",143,0.18
1999,"Gampaha","Attanagalla","W.V.M. Ranjith",133,0.17
