"Year","District","Electorate","ColNames","Votes","Percentage"
1982,"Gampaha","Dompe","Total No of Valid Votes",56088,99.08
1982,"Gampaha","Dompe","No of Rejected Votes",519,0.92
1982,"Gampaha","Dompe","Total No of Votes Polled",56607,85.5
1982,"Gampaha","Dompe","No of Registered Electors",66207,NA
1982,"Gampaha","Biyagama","Mr.J.R. Jayawardene",25398,55.67
1982,"Gampaha","Biyagama","Mr.H.S.R.B.K. Kobbekaduwa",18539,40.64
1982,"Gampaha","Biyagama","Mr. Rohana Wijeweera",1389,2.57
1982,"Gampaha","Biyagama","Mr.G.G. Ponnambalam",13,0.02
1982,"Gampaha","Biyagama","Dr. Colvin R. De Silva",237,0.44
1982,"Gampaha","Biyagama","Mr. Vasudeva Nanayakkara",47,0.09
1982,"Gampaha","Biyagama","Total No of Valid Votes",45623,99.11
1982,"Gampaha","Biyagama","No of Rejected Votes",410,0.89
1982,"Gampaha","Biyagama","Total No of Votes Polled",46033,83.01
1982,"Gampaha","Biyagama","No of Registered Electors",55457,NA
1982,"Gampaha","Kelaniya","Mr.J.R. Jayawardene",24732,53.34
1982,"Gampaha","Kelaniya","Mr.H.S.R.B.K. Kobbekaduwa",19050,41.08
1982,"Gampaha","Kelaniya","Mr. Rohana Wijeweera",2179,4
1982,"Gampaha","Kelaniya","Mr.G.G. Ponnambalam",25,0.05
1982,"Gampaha","Kelaniya","Dr. Colvin R. De Silva",312,0.57
1982,"Gampaha","Kelaniya","Mr. Vasudeva Nanayakkara",74,0.14
1982,"Gampaha","Kelaniya","Total No of Valid Votes",46369,98.99
1982,"Gampaha","Kelaniya","No of Rejected Votes",480,1.02
1982,"Gampaha","Kelaniya","Total No of Votes Polled",46843,79.84
1982,"Gampaha","Kelaniya","No of Registered Electors",58671,NA
1982,"Gampaha","Postal District Votes","Mr.J.R. Jayawardene",8323,57.46
1982,"Gampaha","Postal District Votes","Mr.H.S.R.B.K. Kobbekaduwa",5502,37.99
1982,"Gampaha","Postal District Votes","Mr. Rohana Wijeweera",428,2.95
1982,"Gampaha","Postal District Votes","Mr.G.G. Ponnambalam",16,0.11
1982,"Gampaha","Postal District Votes","Dr. Colvin R. De Silva",169,1.17
1982,"Gampaha","Postal District Votes","Mr. Vasudeva Nanayakkara",46,0.32
1982,"Gampaha","Postal District Votes","Total No of Valid Votes",14484,99
1982,"Gampaha","Postal District Votes","No of Rejected Votes",147,1
1982,"Gampaha","Postal District Votes","Total No of Votes Polled",14631,NA
1982,"Gampaha","Final District Results","Mr.J.R. Jayawardene",365847,52.5
1982,"Gampaha","Final District Results","Mr.H.S.R.B.K. Kobbekaduwa",301808,43.31
1982,"Gampaha","Final District Results","Mr. Rohana Wijeweera",23701,3.4
1982,"Gampaha","Final District Results","Mr.G.G. Ponnambalam",534,0.08
1982,"Gampaha","Final District Results","Dr. Colvin R. De Silva",3835,0.55
1982,"Gampaha","Final District Results","Mr. Vasudeva Nanayakkara",1122,0.16
1982,"Gampaha","Final District Results","Total No of Valid Votes",696844,99.15
1982,"Gampaha","Final District Results","No of Rejected Votes",5992,0.85
1982,"Gampaha","Final District Results","Total No of Votes Polled",702830,84.14
1982,"Gampaha","Final District Results","No of Registered Electors",835265,NA
1982,"Kalutara","Panadura","Mr.J.R. Jayawardene",26648,48.88
1982,"Kalutara","Panadura","Mr.H.S.R.B.K. Kobbekaduwa",23861,43.77
1982,"Kalutara","Panadura","Mr. Rohana Wijeweera",2011,3.69
1982,"Kalutara","Panadura","Mr.G.G. Ponnambalam",27,0.05
1982,"Kalutara","Panadura","Dr. Colvin R. De Silva",1776,3.26
1982,"Kalutara","Panadura","Mr. Vasudeva Nanayakkara",189,0.35
1982,"Kalutara","Panadura","Total No of Valid Votes",54512,98.77
1982,"Kalutara","Panadura","No of Rejected Votes",677,1.23
1982,"Kalutara","Panadura","Total No of Votes Polled",55189,81.7
1982,"Kalutara","Panadura","No of Registered Electors",67549,NA
1982,"Kalutara","Bandaragama","Mr.J.R. Jayawardene",26631,48.81
1982,"Kalutara","Bandaragama","Mr.H.S.R.B.K. Kobbekaduwa",25500,46.74
1982,"Kalutara","Bandaragama","Mr. Rohana Wijeweera",1583,2.9
1982,"Kalutara","Bandaragama","Mr.G.G. Ponnambalam",35,0.06
1982,"Kalutara","Bandaragama","Dr. Colvin R. De Silva",730,1.34
1982,"Kalutara","Bandaragama","Mr. Vasudeva Nanayakkara",81,0.15
1982,"Kalutara","Bandaragama","Total No of Valid Votes",54560,98.86
1982,"Kalutara","Bandaragama","No of Rejected Votes",628,1.14
1982,"Kalutara","Bandaragama","Total No of Votes Polled",55188,84.89
1982,"Kalutara","Bandaragama","No of Registered Electors",65013,NA
1982,"Kalutara","Horana","Mr.J.R. Jayawardene",27056,51.51
1982,"Kalutara","Horana","Mr.H.S.R.B.K. Kobbekaduwa",23518,44.77
1982,"Kalutara","Horana","Mr. Rohana Wijeweera",1361,2.59
1982,"Kalutara","Horana","Mr.G.G. Ponnambalam",48,0.09
1982,"Kalutara","Horana","Dr. Colvin R. De Silva",359,0.68
1982,"Kalutara","Horana","Mr. Vasudeva Nanayakkara",186,0.35
1982,"Kalutara","Horana","Total No of Valid Votes",52528,99.13
1982,"Kalutara","Horana","No of Rejected Votes",459,0.87
1982,"Kalutara","Horana","Total No of Votes Polled",52987,86.36
1982,"Kalutara","Horana","No of Registered Electors",61356,NA
1982,"Kalutara","Bulathsinhala","Mr.J.R. Jayawardene",21486,49.74
1982,"Kalutara","Bulathsinhala","Mr.H.S.R.B.K. Kobbekaduwa",20068,46.46
1982,"Kalutara","Bulathsinhala","Mr. Rohana Wijeweera",998,2.31
1982,"Kalutara","Bulathsinhala","Mr.G.G. Ponnambalam",64,0.15
1982,"Kalutara","Bulathsinhala","Dr. Colvin R. De Silva",521,1.21
1982,"Kalutara","Bulathsinhala","Mr. Vasudeva Nanayakkara",57,0.13
1982,"Kalutara","Bulathsinhala","Total No of Valid Votes",43194,98.67
1982,"Kalutara","Bulathsinhala","No of Rejected Votes",582,1.33
1982,"Kalutara","Bulathsinhala","Total No of Votes Polled",43776,85.34
1982,"Kalutara","Bulathsinhala","No of Registered Electors",51297,NA
1982,"Kalutara","Matugama","Mr.J.R. Jayawardene",24494,48.46
1982,"Kalutara","Matugama","Mr.H.S.R.B.K. Kobbekaduwa",23154,45.81
1982,"Kalutara","Matugama","Mr. Rohana Wijeweera",2164,4.28
1982,"Kalutara","Matugama","Mr.G.G. Ponnambalam",107,0.21
1982,"Kalutara","Matugama","Dr. Colvin R. De Silva",537,1.06
1982,"Kalutara","Matugama","Mr. Vasudeva Nanayakkara",89,0.18
1982,"Kalutara","Matugama","Total No of Valid Votes",50545,98.56
1982,"Kalutara","Matugama","No of Rejected Votes",741,1.44
1982,"Kalutara","Matugama","Total No of Votes Polled",51286,82.97
1982,"Kalutara","Matugama","No of Registered Electors",61809,NA
1982,"Kalutara","Kalutara","Mr.J.R. Jayawardene",26167,49.07
1982,"Kalutara","Kalutara","Mr.H.S.R.B.K. Kobbekaduwa",22992,43.12
1982,"Kalutara","Kalutara","Mr. Rohana Wijeweera",2306,4.32
1982,"Kalutara","Kalutara","Mr.G.G. Ponnambalam",39,0.07
1982,"Kalutara","Kalutara","Dr. Colvin R. De Silva",1707,3.2
1982,"Kalutara","Kalutara","Mr. Vasudeva Nanayakkara",112,0.21
1982,"Kalutara","Kalutara","Total No of Valid Votes",53323,98.87
1982,"Kalutara","Kalutara","No of Rejected Votes",612,1.13
1982,"Kalutara","Kalutara","Total No of Votes Polled",53935,83.05
1982,"Kalutara","Kalutara","No of Registered Electors",64944,NA
