"Year","District","Electorate","ColNames","Votes","Percentage"
2005,"Colombo","Colombo-West","Total No of Valid Votes",25865,98.48
2005,"Colombo","Colombo-West","No of Rejected Votes",399,1.52
2005,"Colombo","Colombo-West","Total No of Votes Polled",26264,68
2005,"Colombo","Dehiwala","Wimal Geeganage",13,0.03
2005,"Colombo","Dehiwala","Chamil Jayaneththi",34,0.08
2005,"Colombo","Dehiwala","Ajith Kumara Jayaweera Arachchige",15,0.03
2005,"Colombo","Dehiwala","Siritunga Jayasuriya",67,0.16
2005,"Colombo","Dehiwala","P. Nelson Perera",5,0.01
2005,"Colombo","Dehiwala","Wije Dias",19,0.04
2005,"Colombo","Dehiwala","Anura De Silva",20,0.05
2005,"Colombo","Dehiwala","Aruna de Soyza",19,0.04
2005,"Colombo","Dehiwala","Mahinda Rajapaksha",18005,41.8
2005,"Colombo","Dehiwala","Ranil Wickramasinghe",24660,57.25
2005,"Colombo","Dehiwala","Achala Ashoka Suraweera",57,0.13
2005,"Colombo","Dehiwala","Victor Hettigoda",158,0.37
2005,"Colombo","Dehiwala","Hewaheenipallage Shantha Dharmadwaja",5,0.01
2005,"Colombo","Dehiwala","Total No of Valid Votes",43077,99.15
2005,"Colombo","Dehiwala","No of Rejected Votes",369,0.85
2005,"Colombo","Dehiwala","Total No of Votes Polled",43446,73.98
2005,"Colombo","Colombo-North","No of Registered Electors",85967,NA
2005,"Colombo","Colombo-Central","No of Registered Electors",144916,NA
2005,"Colombo","Borella","No of Registered Electors",60678,NA
2005,"Colombo","Colombo-East","No of Registered Electors",65732,NA
2005,"Colombo","Colombo-West","No of Registered Electors",38621,NA
2005,"Colombo","Dehiwala","No of Registered Electors",58728,NA
2005,"Colombo","Ratmalana","Wimal Geeganage",22,0.04
2005,"Colombo","Ratmalana","Chamil Jayaneththi",36,0.07
2005,"Colombo","Ratmalana","Ajith Kumara Jayaweera Arachchige",16,0.03
2005,"Colombo","Ratmalana","Siritunga Jayasuriya",92,0.19
2005,"Colombo","Ratmalana","P. Nelson Perera",3,0.01
2005,"Colombo","Ratmalana","Wije Dias",17,0.03
2005,"Colombo","Ratmalana","Anura De Silva",26,0.05
2005,"Colombo","Ratmalana","Aruna de Soyza",23,0.05
2005,"Colombo","Ratmalana","Mahinda Rajapaksha",25004,50.84
2005,"Colombo","Ratmalana","Ranil Wickramasinghe",23743,48.28
2005,"Colombo","Ratmalana","Achala Ashoka Suraweera",76,0.15
2005,"Colombo","Ratmalana","Victor Hettigoda",121,0.25
2005,"Colombo","Ratmalana","Hewaheenipallage Shantha Dharmadwaja",2,0
2005,"Colombo","Ratmalana","Total No of Valid Votes",49181,98.88
2005,"Colombo","Ratmalana","No of Rejected Votes",557,1.12
2005,"Colombo","Ratmalana","Total No of Votes Polled",49738,74.87
2005,"Colombo","Kolonnawa","Wimal Geeganage",27,0.03
2005,"Colombo","Kolonnawa","Chamil Jayaneththi",47,0.06
2005,"Colombo","Kolonnawa","Ajith Kumara Jayaweera Arachchige",19,0.02
2005,"Colombo","Kolonnawa","Siritunga Jayasuriya",178,0.22
2005,"Colombo","Kolonnawa","P. Nelson Perera",13,0.02
2005,"Colombo","Kolonnawa","Wije Dias",24,0.03
2005,"Colombo","Kolonnawa","Anura De Silva",34,0.04
2005,"Colombo","Kolonnawa","Aruna de Soyza",36,0.04
2005,"Colombo","Kolonnawa","Mahinda Rajapaksha",40616,49.51
2005,"Colombo","Kolonnawa","Ranil Wickramasinghe",40744,49.67
2005,"Colombo","Kolonnawa","Achala Ashoka Suraweera",166,0.2
2005,"Colombo","Kolonnawa","Victor Hettigoda",117,0.14
2005,"Colombo","Kolonnawa","Hewaheenipallage Shantha Dharmadwaja",7,0.01
2005,"Colombo","Kolonnawa","Total No of Valid Votes",82028,98.92
2005,"Colombo","Kolonnawa","No of Rejected Votes",892,1.08
2005,"Colombo","Kolonnawa","Total No of Votes Polled",82920,76.97
2005,"Colombo","Kotte","Wimal Geeganage",18,0.03
2005,"Colombo","Kotte","Chamil Jayaneththi",31,0.06
2005,"Colombo","Kotte","Ajith Kumara Jayaweera Arachchige",20,0.04
2005,"Colombo","Kotte","Siritunga Jayasuriya",83,0.15
2005,"Colombo","Kotte","P. Nelson Perera",3,0.01
2005,"Colombo","Kotte","Wije Dias",11,0.02
2005,"Colombo","Kotte","Anura De Silva",19,0.03
2005,"Colombo","Kotte","Aruna de Soyza",17,0.03
2005,"Colombo","Kotte","Mahinda Rajapaksha",26987,49.51
2005,"Colombo","Kotte","Ranil Wickramasinghe",27106,49.73
2005,"Colombo","Kotte","Achala Ashoka Suraweera",88,0.16
2005,"Colombo","Kotte","Victor Hettigoda",117,0.21
2005,"Colombo","Kotte","Hewaheenipallage Shantha Dharmadwaja",4,0.01
2005,"Colombo","Kotte","Total No of Valid Votes",54504,99.06
2005,"Colombo","Kotte","No of Rejected Votes",516,0.94
2005,"Colombo","Kotte","Total No of Votes Polled",55020,75.09
2005,"Colombo","Kaduwela","Wimal Geeganage",42,0.04
2005,"Colombo","Kaduwela","Chamil Jayaneththi",59,0.05
2005,"Colombo","Kaduwela","Ajith Kumara Jayaweera Arachchige",37,0.03
2005,"Colombo","Kaduwela","Siritunga Jayasuriya",192,0.17
2005,"Colombo","Kaduwela","P. Nelson Perera",8,0.01
2005,"Colombo","Kaduwela","Wije Dias",43,0.04
2005,"Colombo","Kaduwela","Anura De Silva",54,0.05
2005,"Colombo","Kaduwela","Aruna de Soyza",69,0.06
2005,"Colombo","Kaduwela","Mahinda Rajapaksha",65829,57.84
2005,"Colombo","Kaduwela","Ranil Wickramasinghe",47025,41.32
2005,"Colombo","Kaduwela","Achala Ashoka Suraweera",236,0.21
2005,"Colombo","Kaduwela","Victor Hettigoda",207,0.18
2005,"Colombo","Kaduwela","Hewaheenipallage Shantha Dharmadwaja",4,0
2005,"Colombo","Kaduwela","Total No of Valid Votes",113805,98.95
2005,"Colombo","Kaduwela","No of Rejected Votes",1209,1.05
2005,"Colombo","Kaduwela","Total No of Votes Polled",115014,77.48
2005,"Colombo","Avissawella","Wimal Geeganage",33,0.04
2005,"Colombo","Avissawella","Chamil Jayaneththi",88,0.11
2005,"Colombo","Avissawella","Ajith Kumara Jayaweera Arachchige",31,0.04
2005,"Colombo","Avissawella","Siritunga Jayasuriya",281,0.36
2005,"Colombo","Avissawella","P. Nelson Perera",16,0.02
2005,"Colombo","Avissawella","Wije Dias",36,0.05
2005,"Colombo","Avissawella","Anura De Silva",66,0.08
2005,"Colombo","Avissawella","Aruna de Soyza",51,0.06
2005,"Colombo","Avissawella","Mahinda Rajapaksha",41936,53.02
2005,"Colombo","Avissawella","Ranil Wickramasinghe",36227,45.8
2005,"Colombo","Avissawella","Achala Ashoka Suraweera",209,0.26
2005,"Colombo","Avissawella","Victor Hettigoda",114,0.14
2005,"Colombo","Avissawella","Hewaheenipallage Shantha Dharmadwaja",10,0.01
2005,"Colombo","Avissawella","Total No of Valid Votes",79098,98.92
2005,"Colombo","Avissawella","No of Rejected Votes",865,1.08
2005,"Colombo","Avissawella","Total No of Votes Polled",79963,79.12
2005,"Colombo","Homagama","Wimal Geeganage",64,0.06
2005,"Colombo","Homagama","Chamil Jayaneththi",68,0.06
2005,"Colombo","Homagama","Ajith Kumara Jayaweera Arachchige",44,0.04
2005,"Colombo","Homagama","Siritunga Jayasuriya",242,0.22
2005,"Colombo","Homagama","P. Nelson Perera",19,0.02
2005,"Colombo","Homagama","Wije Dias",25,0.02
2005,"Colombo","Homagama","Anura De Silva",55,0.05
2005,"Colombo","Homagama","Aruna de Soyza",62,0.06
2005,"Colombo","Homagama","Mahinda Rajapaksha",64433,59.18
2005,"Colombo","Homagama","Ranil Wickramasinghe",43477,39.93
2005,"Colombo","Homagama","Achala Ashoka Suraweera",206,0.19
2005,"Colombo","Homagama","Victor Hettigoda",184,0.17
2005,"Colombo","Homagama","Hewaheenipallage Shantha Dharmadwaja",3,0
2005,"Colombo","Homagama","Total No of Valid Votes",108882,99.06
2005,"Colombo","Homagama","No of Rejected Votes",1035,0.94
2005,"Colombo","Homagama","Total No of Votes Polled",109917,77.42
2005,"Colombo","Ratmalana","No of Registered Electors",66432,NA
2005,"Colombo","Kolonnawa","No of Registered Electors",107725,NA
2005,"Colombo","Kotte","No of Registered Electors",73274,NA
2005,"Colombo","Kaduwela","No of Registered Electors",148435,NA
2005,"Colombo","Avissawella","No of Registered Electors",101065,NA
2005,"Colombo","Homagama","No of Registered Electors",141974,NA
2005,"Colombo","Maharagama","Wimal Geeganage",26,0.03
2005,"Colombo","Maharagama","Chamil Jayaneththi",52,0.06
2005,"Colombo","Maharagama","Ajith Kumara Jayaweera Arachchige",24,0.03
2005,"Colombo","Maharagama","Siritunga Jayasuriya",103,0.11
2005,"Colombo","Maharagama","P. Nelson Perera",5,0.01
2005,"Colombo","Maharagama","Wije Dias",35,0.04
2005,"Colombo","Maharagama","Anura De Silva",41,0.05
2005,"Colombo","Maharagama","Aruna de Soyza",46,0.05
2005,"Colombo","Maharagama","Mahinda Rajapaksha",53681,59.37
2005,"Colombo","Maharagama","Ranil Wickramasinghe",36093,39.91
2005,"Colombo","Maharagama","Achala Ashoka Suraweera",138,0.15
2005,"Colombo","Maharagama","Victor Hettigoda",173,0.19
2005,"Colombo","Maharagama","Hewaheenipallage Shantha Dharmadwaja",8,0.01
2005,"Colombo","Maharagama","Total No of Valid Votes",90425,99
2005,"Colombo","Maharagama","No of Rejected Votes",910,1
2005,"Colombo","Maharagama","Total No of Votes Polled",91335,76.66
2005,"Colombo","Kesbewa","Wimal Geeganage",40,0.04
2005,"Colombo","Kesbewa","Chamil Jayaneththi",67,0.06
2005,"Colombo","Kesbewa","Ajith Kumara Jayaweera Arachchige",33,0.03
2005,"Colombo","Kesbewa","Siritunga Jayasuriya",163,0.15
2005,"Colombo","Kesbewa","P. Nelson Perera",10,0.01
2005,"Colombo","Kesbewa","Wije Dias",37,0.03
2005,"Colombo","Kesbewa","Anura De Silva",59,0.05
2005,"Colombo","Kesbewa","Aruna de Soyza",57,0.05
2005,"Colombo","Kesbewa","Mahinda Rajapaksha",66660,60.82
2005,"Colombo","Kesbewa","Ranil Wickramasinghe",42042,38.36
2005,"Colombo","Kesbewa","Achala Ashoka Suraweera",238,0.22
2005,"Colombo","Kesbewa","Victor Hettigoda",192,0.18
2005,"Colombo","Kesbewa","Hewaheenipallage Shantha Dharmadwaja",4,0
2005,"Colombo","Kesbewa","Total No of Valid Votes",109602,99
2005,"Colombo","Kesbewa","No of Rejected Votes",1110,1
2005,"Colombo","Kesbewa","Total No of Votes Polled",110712,79.03
2005,"Colombo","Moratuwa","Wimal Geeganage",33,0.04
2005,"Colombo","Moratuwa","Chamil Jayaneththi",52,0.06
2005,"Colombo","Moratuwa","Ajith Kumara Jayaweera Arachchige",34,0.04
2005,"Colombo","Moratuwa","Siritunga Jayasuriya",232,0.25
2005,"Colombo","Moratuwa","P. Nelson Perera",13,0.01
2005,"Colombo","Moratuwa","Wije Dias",37,0.04
2005,"Colombo","Moratuwa","Anura De Silva",38,0.04
2005,"Colombo","Moratuwa","Aruna de Soyza",57,0.06
2005,"Colombo","Moratuwa","Mahinda Rajapaksha",48047,52.17
2005,"Colombo","Moratuwa","Ranil Wickramasinghe",43207,46.92
2005,"Colombo","Moratuwa","Achala Ashoka Suraweera",192,0.21
2005,"Colombo","Moratuwa","Victor Hettigoda",143,0.16
2005,"Colombo","Moratuwa","Hewaheenipallage Shantha Dharmadwaja",4,0
2005,"Colombo","Moratuwa","Total No of Valid Votes",92089,98.95
2005,"Colombo","Moratuwa","No of Rejected Votes",975,1.05
2005,"Colombo","Moratuwa","Total No of Votes Polled",93064,80.39
2005,"Colombo","Final District Results","Wimal Geeganage",422,0.04
2005,"Colombo","Final District Results","Chamil Jayaneththi",775,0.07
2005,"Colombo","Final District Results","Ajith Kumara Jayaweera Arachchige",398,0.04
2005,"Colombo","Final District Results","Siritunga Jayasuriya",2628,0.23
2005,"Colombo","Final District Results","P. Nelson Perera",134,0.01
2005,"Colombo","Final District Results","Wije Dias",410,0.04
2005,"Colombo","Final District Results","Anura De Silva",601,0.05
2005,"Colombo","Final District Results","Aruna de Soyza",519,0.05
2005,"Colombo","Final District Results","Mahinda Rajapaksha",534431,47.42
2005,"Colombo","Final District Results","Ranil Wickramasinghe",569627,50.54
2005,"Colombo","Final District Results","Achala Ashoka Suraweera",2057,0.18
2005,"Colombo","Final District Results","Victor Hettigoda",2174,0.19
2005,"Colombo","Final District Results","Hewaheenipallage Shantha Dharmadwaja",74,0.01
2005,"Colombo","Final District Results","Total No of Valid Votes",1114250,98.86
2005,"Colombo","Final District Results","No of Rejected Votes",12879,1.14
2005,"Colombo","Final District Results","Total No of Votes Polled",1127129,76.75
2005,"Colombo","Final District Results","No of Registered Electors",1468537,NA
2005,"Gampaha","Final District Results","Wimal Geeganage",570,0.05
2005,"Gampaha","Final District Results","Chamil Jayaneththi",856,0.08
2005,"Gampaha","Final District Results","Ajith Kumara Jayaweera Arachchige",418,0.04
2005,"Gampaha","Final District Results","Siritunga Jayasuriya",2790,0.25
2005,"Gampaha","Final District Results","P. Nelson Perera",157,0.01
2005,"Gampaha","Final District Results","Wije Dias",343,0.03
2005,"Gampaha","Final District Results","Anura De Silva",609,0.06
2005,"Gampaha","Final District Results","Aruna de Soyza",631,0.06
2005,"Gampaha","Final District Results","Mahinda Rajapaksha",596698,54.2
2005,"Gampaha","Final District Results","Ranil Wickramasinghe",481764,43.76
2005,"Gampaha","Final District Results","Achala Ashoka Suraweera",2371,0.22
2005,"Gampaha","Final District Results","Victor Hettigoda",1983,0.18
2005,"Gampaha","Final District Results","Hewaheenipallage Shantha Dharmadwaja",87,0.01
2005,"Gampaha","Final District Results","Total No of Valid Votes",1089277,98.94
2005,"Gampaha","Final District Results","No of Rejected Votes",11724,1.06
2005,"Colombo","Maharagama","No of Registered Electors",119137,NA
2005,"Colombo","Kesbewa","No of Registered Electors",140094,NA
2005,"Colombo","Moratuwa","No of Registered Electors",115759,NA
2005,"Gampaha","Final District Results","Total No of Votes Polled",1101001,80.71
2005,"Gampaha","Final District Results","No of Registered Electors",1364180,NA
2005,"Gampaha","Wattala","Wimal Geeganage",37,0.05
2005,"Gampaha","Wattala","Chamil Jayaneththi",47,0.06
2005,"Gampaha","Wattala","Ajith Kumara Jayaweera Arachchige",22,0.03
2005,"Gampaha","Wattala","Siritunga Jayasuriya",200,0.27
2005,"Gampaha","Wattala","P. Nelson Perera",8,0.01
2005,"Gampaha","Wattala","Wije Dias",31,0.04
2005,"Gampaha","Wattala","Anura De Silva",39,0.05
2005,"Gampaha","Wattala","Aruna de Soyza",37,0.05
2005,"Gampaha","Wattala","Mahinda Rajapaksha",31446,42.99
2005,"Gampaha","Wattala","Ranil Wickramasinghe",40984,56.03
2005,"Gampaha","Wattala","Achala Ashoka Suraweera",141,0.19
2005,"Gampaha","Wattala","Victor Hettigoda",151,0.21
2005,"Gampaha","Wattala","Hewaheenipallage Shantha Dharmadwaja",5,0.01
2005,"Gampaha","Wattala","Total No of Valid Votes",73148,98.82
2005,"Gampaha","Wattala","No of Rejected Votes",873,1.18
2005,"Gampaha","Wattala","Total No of Votes Polled",74021,78.37
2005,"Gampaha","Negombo","Wimal Geeganage",34,0.05
2005,"Gampaha","Negombo","Chamil Jayaneththi",75,0.11
2005,"Gampaha","Negombo","Ajith Kumara Jayaweera Arachchige",42,0.06
2005,"Gampaha","Negombo","Siritunga Jayasuriya",252,0.38
2005,"Gampaha","Negombo","P. Nelson Perera",16,0.02
2005,"Gampaha","Negombo","Wije Dias",25,0.04
2005,"Gampaha","Negombo","Anura De Silva",46,0.07
2005,"Gampaha","Negombo","Aruna de Soyza",37,0.06
2005,"Gampaha","Negombo","Mahinda Rajapaksha",24236,36.83
2005,"Gampaha","Negombo","Ranil Wickramasinghe",40805,62.01
2005,"Gampaha","Negombo","Achala Ashoka Suraweera",141,0.21
2005,"Gampaha","Negombo","Victor Hettigoda",92,0.14
2005,"Gampaha","Negombo","Hewaheenipallage Shantha Dharmadwaja",1,0
2005,"Gampaha","Negombo","Total No of Valid Votes",65802,98.8
2005,"Gampaha","Negombo","No of Rejected Votes",799,1.2
2005,"Gampaha","Negombo","Total No of Votes Polled",66601,74.53
2005,"Gampaha","Katana","Wimal Geeganage",43,0.05
2005,"Gampaha","Katana","Chamil Jayaneththi",79,0.09
2005,"Gampaha","Katana","Ajith Kumara Jayaweera Arachchige",31,0.03
2005,"Gampaha","Katana","Siritunga Jayasuriya",258,0.28
2005,"Gampaha","Katana","P. Nelson Perera",13,0.01
2005,"Gampaha","Katana","Wije Dias",18,0.02
2005,"Gampaha","Katana","Anura De Silva",52,0.06
2005,"Gampaha","Katana","Aruna de Soyza",84,0.09
2005,"Gampaha","Katana","Mahinda Rajapaksha",49095,54.23
2005,"Gampaha","Katana","Ranil Wickramasinghe",40473,44.71
2005,"Gampaha","Katana","Achala Ashoka Suraweera",195,0.22
2005,"Gampaha","Katana","Victor Hettigoda",177,0.2
2005,"Gampaha","Katana","Hewaheenipallage Shantha Dharmadwaja",10,0.01
2005,"Gampaha","Katana","Total No of Valid Votes",90528,98.93
2005,"Gampaha","Katana","No of Rejected Votes",977,1.07
2005,"Gampaha","Katana","Total No of Votes Polled",91505,79.85
2005,"Gampaha","Divulapitiya","Wimal Geeganage",48,0.06
2005,"Gampaha","Divulapitiya","Chamil Jayaneththi",79,0.11
2005,"Gampaha","Divulapitiya","Ajith Kumara Jayaweera Arachchige",36,0.05
2005,"Gampaha","Divulapitiya","Siritunga Jayasuriya",217,0.29
2005,"Gampaha","Divulapitiya","P. Nelson Perera",15,0.02
2005,"Gampaha","Divulapitiya","Wije Dias",15,0.02
2005,"Gampaha","Divulapitiya","Anura De Silva",51,0.07
2005,"Gampaha","Divulapitiya","Aruna de Soyza",46,0.06
2005,"Gampaha","Divulapitiya","Mahinda Rajapaksha",39347,52.39
2005,"Gampaha","Divulapitiya","Ranil Wickramasinghe",34945,46.53
2005,"Gampaha","Divulapitiya","Achala Ashoka Suraweera",179,0.24
2005,"Gampaha","Divulapitiya","Victor Hettigoda",115,0.15
2005,"Gampaha","Divulapitiya","Hewaheenipallage Shantha Dharmadwaja",7,0.01
2005,"Gampaha","Divulapitiya","Total No of Valid Votes",75100,99.1
2005,"Gampaha","Divulapitiya","No of Rejected Votes",680,0.9
2005,"Gampaha","Divulapitiya","Total No of Votes Polled",75780,80.89
2005,"Gampaha","Mirigama","Wimal Geeganage",62,0.07
2005,"Gampaha","Mirigama","Chamil Jayaneththi",85,0.1
2005,"Gampaha","Mirigama","Ajith Kumara Jayaweera Arachchige",42,0.05
2005,"Gampaha","Mirigama","Siritunga Jayasuriya",227,0.27
2005,"Gampaha","Mirigama","P. Nelson Perera",13,0.02
2005,"Gampaha","Mirigama","Wije Dias",28,0.03
2005,"Gampaha","Mirigama","Anura De Silva",70,0.08
2005,"Gampaha","Mirigama","Aruna de Soyza",38,0.05
2005,"Gampaha","Mirigama","Mahinda Rajapaksha",45537,55
2005,"Gampaha","Mirigama","Ranil Wickramasinghe",36345,43.89
2005,"Gampaha","Mirigama","Achala Ashoka Suraweera",196,0.24
2005,"Gampaha","Mirigama","Victor Hettigoda",145,0.18
2005,"Gampaha","Mirigama","Hewaheenipallage Shantha Dharmadwaja",13,0.02
2005,"Gampaha","Mirigama","Total No of Valid Votes",82801,98.83
2005,"Gampaha","Mirigama","No of Rejected Votes",982,1.17
2005,"Gampaha","Mirigama","Total No of Votes Polled",83783,77.9
2005,"Gampaha","Minuwangoda","Wimal Geeganage",38,0.04
2005,"Gampaha","Minuwangoda","Chamil Jayaneththi",74,0.08
2005,"Gampaha","Minuwangoda","Ajith Kumara Jayaweera Arachchige",36,0.04
2005,"Gampaha","Minuwangoda","Siritunga Jayasuriya",259,0.29
2005,"Gampaha","Minuwangoda","P. Nelson Perera",22,0.02
2005,"Gampaha","Minuwangoda","Wije Dias",29,0.03
2005,"Gampaha","Minuwangoda","Anura De Silva",59,0.07
2005,"Gampaha","Minuwangoda","Aruna de Soyza",42,0.05
2005,"Gampaha","Minuwangoda","Mahinda Rajapaksha",49509,56.12
2005,"Gampaha","Minuwangoda","Ranil Wickramasinghe",37801,42.85
2005,"Gampaha","Minuwangoda","Achala Ashoka Suraweera",179,0.2
2005,"Gampaha","Minuwangoda","Victor Hettigoda",162,0.18
2005,"Gampaha","Minuwangoda","Hewaheenipallage Shantha Dharmadwaja",10,0.01
2005,"Gampaha","Minuwangoda","Total No of Valid Votes",88220,98.94
2005,"Gampaha","Minuwangoda","No of Rejected Votes",947,1.06
2005,"Gampaha","Minuwangoda","Total No of Votes Polled",89167,80.18
2005,"Gampaha","Wattala","No of Registered Electors",94455,NA
2005,"Gampaha","Negombo","No of Registered Electors",89361,NA
2005,"Gampaha","Katana","No of Registered Electors",114595,NA
2005,"Gampaha","Divulapitiya","No of Registered Electors",93677,NA
2005,"Gampaha","Mirigama","No of Registered Electors",107553,NA
2005,"Gampaha","Minuwangoda","No of Registered Electors",111211,NA
2005,"Gampaha","Attanagalla","Wimal Geeganage",48,0.06
2005,"Gampaha","Attanagalla","Chamil Jayaneththi",83,0.1
2005,"Gampaha","Attanagalla","Ajith Kumara Jayaweera Arachchige",37,0.04
2005,"Gampaha","Attanagalla","Siritunga Jayasuriya",252,0.29
2005,"Gampaha","Attanagalla","P. Nelson Perera",16,0.02
2005,"Gampaha","Attanagalla","Wije Dias",35,0.04
2005,"Gampaha","Attanagalla","Anura De Silva",40,0.05
2005,"Gampaha","Attanagalla","Aruna de Soyza",63,0.07
2005,"Gampaha","Attanagalla","Mahinda Rajapaksha",52393,60.52
2005,"Gampaha","Attanagalla","Ranil Wickramasinghe",33171,38.32
2005,"Gampaha","Attanagalla","Achala Ashoka Suraweera",214,0.25
2005,"Gampaha","Attanagalla","Victor Hettigoda",208,0.24
2005,"Gampaha","Attanagalla","Hewaheenipallage Shantha Dharmadwaja",8,0.01
2005,"Gampaha","Attanagalla","Total No of Valid Votes",86568,98.76
2005,"Gampaha","Attanagalla","No of Rejected Votes",1090,1.24
2005,"Gampaha","Attanagalla","Total No of Votes Polled",87658,77.64
2005,"Gampaha","Gampaha","Wimal Geeganage",42,0.04
2005,"Gampaha","Gampaha","Chamil Jayaneththi",70,0.07
2005,"Gampaha","Gampaha","Ajith Kumara Jayaweera Arachchige",31,0.03
2005,"Gampaha","Gampaha","Siritunga Jayasuriya",197,0.2
