"Year","District","Electorate","ColNames","Votes","Percentage"
1994,"Colombo","Colombo-Central","Dr. Harischandra Wijayatunga",245,0.3
1994,"Colombo","Colombo-Central","Mr. Hudson Samarasinghe",271,0.3
1994,"Colombo","Colombo-Central","Total No of Valid Votes",90999,97.8
1994,"Colombo","Colombo-Central","No of Rejected Votes",2020,2.2
1994,"Colombo","Colombo-Central","Total No of Votes Polled",93019,66.9
1994,"Colombo","Colombo-Central","No of Registered Electors",139012,NA
1994,"Colombo","Borella","Mrs. Chandrika Bandaranaike Kumarathunga",20837,60.4
1994,"Colombo","Borella","Mr. Galappaththi Arachchige Nihal",57,0.2
1994,"Colombo","Borella","Mrs. Vajira Srimathi Dissanayake",13162,38.1
1994,"Colombo","Borella","Mr. A.J. Ranashinge",124,0.4
1994,"Colombo","Borella","Dr. Harischandra Wijayatunga",236,0.7
1994,"Colombo","Borella","Mr. Hudson Samarasinghe",96,0.3
1994,"Colombo","Borella","Total No of Valid Votes",34512,98.2
1994,"Colombo","Borella","No of Rejected Votes",617,1.8
1994,"Colombo","Borella","Total No of Votes Polled",35129,67.5
1994,"Colombo","Borella","No of Registered Electors",52007,NA
1994,"Colombo","Colombo-East","Mrs. Chandrika Bandaranaike Kumarathunga",23867,63.8
1994,"Colombo","Colombo-East","Mr. Galappaththi Arachchige Nihal",72,0.2
1994,"Colombo","Colombo-East","Mrs. Vajira Srimathi Dissanayake",12806,34.2
1994,"Colombo","Colombo-East","Mr. A.J. Ranashinge",182,0.5
1994,"Colombo","Colombo-East","Dr. Harischandra Wijayatunga",373,1
1994,"Colombo","Colombo-East","Mr. Hudson Samarasinghe",115,0.3
1994,"Colombo","Colombo-East","Total No of Valid Votes",37415,97.8
1994,"Colombo","Colombo-East","No of Rejected Votes",843,2.2
1994,"Colombo","Colombo-East","Total No of Votes Polled",38258,67.1
1994,"Colombo","Colombo-East","No of Registered Electors",57049,NA
1994,"Colombo","Colombo-West","Mrs. Chandrika Bandaranaike Kumarathunga",14329,61.4
1994,"Colombo","Colombo-West","Mr. Galappaththi Arachchige Nihal",19,0.1
1994,"Colombo","Colombo-West","Mrs. Vajira Srimathi Dissanayake",8557,36.7
1994,"Colombo","Colombo-West","Mr. A.J. Ranashinge",180,0.8
1994,"Colombo","Colombo-West","Dr. Harischandra Wijayatunga",179,0.8
1994,"Colombo","Colombo-West","Mr. Hudson Samarasinghe",68,0.3
1994,"Colombo","Colombo-West","Total No of Valid Votes",23332,98.1
1994,"Colombo","Colombo-West","No of Rejected Votes",460,1.9
1994,"Colombo","Colombo-West","Total No of Votes Polled",23792,64.5
1994,"Colombo","Colombo-West","No of Registered Electors",36915,NA
1994,"Colombo","Dehiwala","Mrs. Chandrika Bandaranaike Kumarathunga",23977,64
1994,"Colombo","Dehiwala","Mr. Galappaththi Arachchige Nihal",78,0.2
1994,"Colombo","Dehiwala","Mrs. Vajira Srimathi Dissanayake",12783,34.1
1994,"Colombo","Dehiwala","Mr. A.J. Ranashinge",195,0.5
1994,"Colombo","Dehiwala","Dr. Harischandra Wijayatunga",326,0.9
1994,"Colombo","Dehiwala","Mr. Hudson Samarasinghe",111,0.3
1994,"Colombo","Dehiwala","Total No of Valid Votes",37470,98.4
1994,"Colombo","Dehiwala","No of Rejected Votes",614,1.6
1994,"Colombo","Dehiwala","Total No of Votes Polled",38084,68.9
1994,"Colombo","Dehiwala","No of Registered Electors",55301,NA
1994,"Colombo","Ratmalana","Mrs. Chandrika Bandaranaike Kumarathunga",28666,69
1994,"Colombo","Ratmalana","Mr. Galappaththi Arachchige Nihal",71,0.2
1994,"Colombo","Ratmalana","Mrs. Vajira Srimathi Dissanayake",12275,29.6
1994,"Colombo","Ratmalana","Mr. A.J. Ranashinge",151,0.4
1994,"Colombo","Ratmalana","Dr. Harischandra Wijayatunga",273,0.7
1994,"Colombo","Ratmalana","Mr. Hudson Samarasinghe",83,0.2
1994,"Colombo","Ratmalana","Total No of Valid Votes",41519,97.9
1994,"Colombo","Ratmalana","No of Rejected Votes",887,2.1
1994,"Colombo","Ratmalana","Total No of Votes Polled",42406,71
1994,"Colombo","Ratmalana","No of Registered Electors",59749,NA
1994,"Colombo","Kolonnawa","Mrs. Chandrika Bandaranaike Kumarathunga",40296,64.5
1994,"Colombo","Kolonnawa","Mr. Galappaththi Arachchige Nihal",156,0.2
1994,"Colombo","Kolonnawa","Mrs. Vajira Srimathi Dissanayake",21313,34.1
1994,"Colombo","Kolonnawa","Mr. A.J. Ranashinge",201,0.3
1994,"Colombo","Kolonnawa","Dr. Harischandra Wijayatunga",330,0.5
1994,"Colombo","Kolonnawa","Mr. Hudson Samarasinghe",202,0.3
1994,"Colombo","Kolonnawa","Total No of Valid Votes",62498,98.2
1994,"Colombo","Kolonnawa","No of Rejected Votes",1120,1.8
1994,"Colombo","Kolonnawa","Total No of Votes Polled",63618,70.6
1994,"Colombo","Kolonnawa","No of Registered Electors",90167,NA
1994,"Colombo","Kotte","Mrs. Chandrika Bandaranaike Kumarathunga",31646,64.7
1994,"Colombo","Kotte","Mr. Galappaththi Arachchige Nihal",97,0.2
1994,"Colombo","Kotte","Mrs. Vajira Srimathi Dissanayake",16331,33.4
1994,"Colombo","Kotte","Mr. A.J. Ranashinge",232,0.5
1994,"Colombo","Kotte","Dr. Harischandra Wijayatunga",521,1.1
1994,"Colombo","Kotte","Mr. Hudson Samarasinghe",118,0.2
1994,"Colombo","Kotte","Total No of Valid Votes",48945,98.5
1994,"Colombo","Kotte","No of Rejected Votes",762,1.5
1994,"Colombo","Kotte","Total No of Votes Polled",49707,69.8
1994,"Colombo","Kotte","No of Registered Electors",71213,NA
1994,"Colombo","Kaduwela","Mrs. Chandrika Bandaranaike Kumarathunga",51876,67.4
1994,"Colombo","Kaduwela","Mr. Galappaththi Arachchige Nihal",205,0.3
1994,"Colombo","Kaduwela","Mrs. Vajira Srimathi Dissanayake",23475,30.5
1994,"Colombo","Kaduwela","Mr. A.J. Ranashinge",521,0.7
1994,"Colombo","Kaduwela","Dr. Harischandra Wijayatunga",599,0.8
1994,"Colombo","Kaduwela","Mr. Hudson Samarasinghe",241,0.3
1994,"Colombo","Kaduwela","Total No of Valid Votes",76917,98.2
1994,"Colombo","Kaduwela","No of Rejected Votes",1445,1.8
1994,"Colombo","Kaduwela","Total No of Votes Polled",78362,69.2
1994,"Colombo","Kaduwela","No of Registered Electors",113173,NA
1994,"Colombo","Avissawella","Mrs. Chandrika Bandaranaike Kumarathunga",31132,55.9
1994,"Colombo","Avissawella","Mr. Galappaththi Arachchige Nihal",163,0.3
1994,"Colombo","Avissawella","Mrs. Vajira Srimathi Dissanayake",23126,41.5
1994,"Colombo","Avissawella","Mr. A.J. Ranashinge",230,0.4
1994,"Colombo","Avissawella","Dr. Harischandra Wijayatunga",787,1.4
1994,"Colombo","Avissawella","Mr. Hudson Samarasinghe",290,0.5
1994,"Colombo","Avissawella","Total No of Valid Votes",55728,97.7
1994,"Colombo","Avissawella","No of Rejected Votes",1313,2.3
1994,"Colombo","Avissawella","Total No of Votes Polled",57041,70.2
1994,"Colombo","Avissawella","No of Registered Electors",81213,NA
1994,"Colombo","Homagama","Mrs. Chandrika Bandaranaike Kumarathunga",45072,65.7
1994,"Colombo","Homagama","Mr. Galappaththi Arachchige Nihal",171,0.2
1994,"Colombo","Homagama","Mrs. Vajira Srimathi Dissanayake",22369,32.6
1994,"Colombo","Homagama","Mr. A.J. Ranashinge",284,0.4
1994,"Colombo","Homagama","Dr. Harischandra Wijayatunga",444,0.6
1994,"Colombo","Homagama","Mr. Hudson Samarasinghe",279,0.4
1994,"Colombo","Homagama","Total No of Valid Votes",68619,98.4
1994,"Colombo","Homagama","No of Rejected Votes",1102,1.6
1994,"Colombo","Homagama","Total No of Votes Polled",69721,65.4
1994,"Colombo","Homagama","No of Registered Electors",106536,NA
1994,"Colombo","Maharagama","Mrs. Chandrika Bandaranaike Kumarathunga",47818,69.8
1994,"Colombo","Maharagama","Mr. Galappaththi Arachchige Nihal",153,0.2
1994,"Colombo","Maharagama","Mrs. Vajira Srimathi Dissanayake",19514,28.5
1994,"Colombo","Maharagama","Mr. A.J. Ranashinge",240,0.4
1994,"Colombo","Maharagama","Dr. Harischandra Wijayatunga",638,0.9
1994,"Colombo","Maharagama","Mr. Hudson Samarasinghe",158,0.2
1994,"Colombo","Maharagama","Total No of Valid Votes",68521,98.1
1994,"Colombo","Maharagama","No of Rejected Votes",1328,1.9
1994,"Colombo","Maharagama","Total No of Votes Polled",69849,68.9
1994,"Colombo","Maharagama","No of Registered Electors",101317,NA
1994,"Colombo","Kesbewa","Mrs. Chandrika Bandaranaike Kumarathunga",54327,70
1994,"Colombo","Kesbewa","Mr. Galappaththi Arachchige Nihal",179,0.2
1994,"Colombo","Kesbewa","Mrs. Vajira Srimathi Dissanayake",22130,28.5
1994,"Colombo","Kesbewa","Mr. A.J. Ranashinge",268,0.3
1994,"Colombo","Kesbewa","Dr. Harischandra Wijayatunga",464,0.6
1994,"Colombo","Kesbewa","Mr. Hudson Samarasinghe",210,0.3
1994,"Colombo","Kesbewa","Total No of Valid Votes",77578,98.5
1994,"Colombo","Kesbewa","No of Rejected Votes",1159,1.5
1994,"Colombo","Kesbewa","Total No of Votes Polled",78737,71
1994,"Colombo","Kesbewa","No of Registered Electors",110948,NA
1994,"Colombo","Moratuwa","Mrs. Chandrika Bandaranaike Kumarathunga",45403,64.3
1994,"Colombo","Moratuwa","Mr. Galappaththi Arachchige Nihal",118,0.2
1994,"Colombo","Moratuwa","Mrs. Vajira Srimathi Dissanayake",24493,34.7
1994,"Colombo","Moratuwa","Mr. A.J. Ranashinge",234,0.3
1994,"Colombo","Moratuwa","Dr. Harischandra Wijayatunga",280,0.4
1994,"Colombo","Moratuwa","Mr. Hudson Samarasinghe",127,0.2
1994,"Colombo","Moratuwa","Total No of Valid Votes",70655,98.6
1994,"Colombo","Moratuwa","No of Rejected Votes",988,1.4
1994,"Colombo","Moratuwa","Total No of Votes Polled",71643,73.2
1994,"Colombo","Moratuwa","No of Registered Electors",97831,NA
1994,"Colombo","Postal District Votes","Mrs. Chandrika Bandaranaike Kumarathunga",15993,69.3
1994,"Colombo","Postal District Votes","Mr. Galappaththi Arachchige Nihal",56,0.2
1994,"Colombo","Postal District Votes","Mrs. Vajira Srimathi Dissanayake",6659,28.9
1994,"Colombo","Postal District Votes","Mr. A.J. Ranashinge",97,0.4
1994,"Colombo","Postal District Votes","Dr. Harischandra Wijayatunga",246,1.1
1994,"Colombo","Postal District Votes","Mr. Hudson Samarasinghe",19,0.1
1994,"Colombo","Postal District Votes","Total No of Valid Votes",23070,98.1
1994,"Colombo","Postal District Votes","No of Rejected Votes",455,1.9
1994,"Colombo","Postal District Votes","Total No of Votes Polled",23525,95.8
1994,"Colombo","Postal District Votes","No of Registered Electors",24557,NA
1994,"Colombo","Final District Results","Mrs. Chandrika Bandaranaike Kumarathunga",557708,64.8
1994,"Colombo","Final District Results","Mr. Galappaththi Arachchige Nihal",1819,0.2
1994,"Colombo","Final District Results","Mrs. Vajira Srimathi Dissanayake",288741,33.6
1994,"Colombo","Final District Results","Mr. A.J. Ranashinge",3533,0.4
1994,"Colombo","Final District Results","Dr. Harischandra Wijayatunga",6059,0.7
1994,"Colombo","Final District Results","Mr. Hudson Samarasinghe",2526,0.3
1994,"Colombo","Final District Results","Total No of Valid Votes",860386,98.2
1994,"Colombo","Final District Results","No of Rejected Votes",16060,1.8
1994,"Colombo","Final District Results","Total No of Votes Polled",876446,70.9
1994,"Colombo","Final District Results","No of Registered Electors",1235959,NA
1994,"Gampaha","Wattala","Mrs. Chandrika Bandaranaike Kumarathunga",37373,60.6
1994,"Gampaha","Wattala","Mr. Galappaththi Arachchige Nihal",99,0.2
1994,"Gampaha","Wattala","Mrs. Vajira Srimathi Dissanayake",23671,38.4
1994,"Gampaha","Wattala","Mr. A.J. Ranashinge",214,0.3
1994,"Gampaha","Wattala","Dr. Harischandra Wijayatunga",183,0.3
1994,"Gampaha","Wattala","Mr. Hudson Samarasinghe",180,0.3
1994,"Gampaha","Wattala","Total No of Valid Votes",61720,98.5
1994,"Gampaha","Wattala","No of Rejected Votes",922,1.5
1994,"Gampaha","Wattala","Total No of Votes Polled",62642,73.3
1994,"Gampaha","Wattala","No of Registered Electors",85516,NA
1994,"Gampaha","Negombo","Mrs. Chandrika Bandaranaike Kumarathunga",31648,58.2
1994,"Gampaha","Negombo","Mr. Galappaththi Arachchige Nihal",80,0.1
1994,"Gampaha","Negombo","Mrs. Vajira Srimathi Dissanayake",22131,40.7
1994,"Gampaha","Negombo","Mr. A.J. Ranashinge",172,0.3
1994,"Gampaha","Negombo","Dr. Harischandra Wijayatunga",133,0.2
1994,"Gampaha","Negombo","Mr. Hudson Samarasinghe",184,0.3
1994,"Gampaha","Negombo","Total No of Valid Votes",54348,98.6
1994,"Gampaha","Negombo","No of Rejected Votes",761,1.4
1994,"Gampaha","Negombo","Total No of Votes Polled",55109,68.4
1994,"Gampaha","Negombo","No of Registered Electors",80589,NA
1994,"Gampaha","Katana","Mrs. Chandrika Bandaranaike Kumarathunga",42916,62.8
1994,"Gampaha","Katana","Mr. Galappaththi Arachchige Nihal",128,0.2
1994,"Gampaha","Katana","Mrs. Vajira Srimathi Dissanayake",24637,36.1
1994,"Gampaha","Katana","Mr. A.J. Ranashinge",187,0.3
1994,"Gampaha","Katana","Dr. Harischandra Wijayatunga",184,0.3
1994,"Gampaha","Katana","Mr. Hudson Samarasinghe",251,0.4
1994,"Gampaha","Katana","Total No of Valid Votes",68303,98.8
1994,"Gampaha","Katana","No of Rejected Votes",864,1.2
1994,"Gampaha","Katana","Total No of Votes Polled",69167,75.2
1994,"Gampaha","Katana","No of Registered Electors",92027,NA
1994,"Gampaha","Divulapitiya","Mrs. Chandrika Bandaranaike Kumarathunga",35220,59.1
1994,"Gampaha","Divulapitiya","Mr. Galappaththi Arachchige Nihal",115,0.2
1994,"Gampaha","Divulapitiya","Mrs. Vajira Srimathi Dissanayake",23749,39.8
1994,"Gampaha","Divulapitiya","Mr. A.J. Ranashinge",149,0.2
1994,"Gampaha","Divulapitiya","Dr. Harischandra Wijayatunga",169,0.3
1994,"Gampaha","Divulapitiya","Mr. Hudson Samarasinghe",235,0.4
1994,"Gampaha","Divulapitiya","Total No of Valid Votes",59637,98.6
1994,"Gampaha","Divulapitiya","No of Rejected Votes",832,1.4
1994,"Gampaha","Divulapitiya","Total No of Votes Polled",60469,78.4
1994,"Gampaha","Divulapitiya","No of Registered Electors",77104,NA
1994,"Gampaha","Mirigama","Mrs. Chandrika Bandaranaike Kumarathunga",40288,63.1
1994,"Gampaha","Mirigama","Mr. Galappaththi Arachchige Nihal",222,0.3
1994,"Gampaha","Mirigama","Mrs. Vajira Srimathi Dissanayake",22585,35.4
1994,"Gampaha","Mirigama","Mr. A.J. Ranashinge",208,0.3
1994,"Gampaha","Mirigama","Dr. Harischandra Wijayatunga",270,0.4
1994,"Gampaha","Mirigama","Mr. Hudson Samarasinghe",248,0.4
1994,"Gampaha","Mirigama","Total No of Valid Votes",63821,97.8
1994,"Gampaha","Mirigama","No of Rejected Votes",1446,2.2
1994,"Gampaha","Mirigama","Total No of Votes Polled",65267,73
1994,"Gampaha","Mirigama","No of Registered Electors",89455,NA
1994,"Gampaha","Minuwangoda","Mrs. Chandrika Bandaranaike Kumarathunga",42041,63.9
1994,"Gampaha","Minuwangoda","Mr. Galappaththi Arachchige Nihal",121,0.2
1994,"Gampaha","Minuwangoda","Mrs. Vajira Srimathi Dissanayake",22839,34.7
1994,"Gampaha","Minuwangoda","Mr. A.J. Ranashinge",233,0.4
1994,"Gampaha","Minuwangoda","Dr. Harischandra Wijayatunga",299,0.5
1994,"Gampaha","Minuwangoda","Mr. Hudson Samarasinghe",252,0.4
1994,"Gampaha","Minuwangoda","Total No of Valid Votes",65785,98.7
1994,"Gampaha","Minuwangoda","No of Rejected Votes",892,1.3
1994,"Gampaha","Minuwangoda","Total No of Votes Polled",66677,74.8
1994,"Gampaha","Minuwangoda","No of Registered Electors",89192,NA
1994,"Gampaha","Attanagalla","Mrs. Chandrika Bandaranaike Kumarathunga",51923,73.6
1994,"Gampaha","Attanagalla","Mr. Galappaththi Arachchige Nihal",175,0.2
1994,"Gampaha","Attanagalla","Mrs. Vajira Srimathi Dissanayake",17437,24.7
1994,"Gampaha","Attanagalla","Mr. A.J. Ranashinge",206,0.3
1994,"Gampaha","Attanagalla","Dr. Harischandra Wijayatunga",374,0.5
1994,"Gampaha","Attanagalla","Mr. Hudson Samarasinghe",396,0.6
1994,"Gampaha","Attanagalla","Total No of Valid Votes",70511,98.5
1994,"Gampaha","Attanagalla","No of Rejected Votes",1065,1.5
1994,"Gampaha","Attanagalla","Total No of Votes Polled",71576,77.9
1994,"Gampaha","Attanagalla","No of Registered Electors",91907,NA
1994,"Gampaha","Gampaha","Mrs. Chandrika Bandaranaike Kumarathunga",51197,70.8
1994,"Gampaha","Gampaha","Mr. Galappaththi Arachchige Nihal",147,0.2
1994,"Gampaha","Gampaha","Mrs. Vajira Srimathi Dissanayake",20094,27.8
1994,"Gampaha","Gampaha","Mr. A.J. Ranashinge",246,0.3
1994,"Gampaha","Gampaha","Dr. Harischandra Wijayatunga",403,0.6
1994,"Gampaha","Gampaha","Mr. Hudson Samarasinghe",215,0.3
1994,"Gampaha","Gampaha","Total No of Valid Votes",72302,98.7
1994,"Gampaha","Gampaha","No of Rejected Votes",958,1.3
1994,"Gampaha","Gampaha","Total No of Votes Polled",73260,73
1994,"Gampaha","Gampaha","No of Registered Electors",100416,NA
1994,"Gampaha","Ja-Ela","Mrs. Chandrika Bandaranaike Kumarathunga",44166,63.8
1994,"Gampaha","Ja-Ela","Mr. Galappaththi Arachchige Nihal",150,0.2
1994,"Gampaha","Ja-Ela","Mrs. Vajira Srimathi Dissanayake",24260,35
1994,"Gampaha","Ja-Ela","Mr. A.J. Ranashinge",236,0.3
1994,"Gampaha","Ja-Ela","Dr. Harischandra Wijayatunga",266,0.4
1994,"Gampaha","Ja-Ela","Mr. Hudson Samarasinghe",152,0.2
1994,"Gampaha","Ja-Ela","Total No of Valid Votes",69230,98.4
1994,"Gampaha","Ja-Ela","No of Rejected Votes",1141,1.6
1994,"Gampaha","Ja-Ela","Total No of Votes Polled",70371,72.3
1994,"Gampaha","Ja-Ela","No of Registered Electors",97305,NA
1994,"Gampaha","Mahara","Mrs. Chandrika Bandaranaike Kumarathunga",46494,67
1994,"Gampaha","Mahara","Mr. Galappaththi Arachchige Nihal",188,0.3
1994,"Gampaha","Mahara","Mrs. Vajira Srimathi Dissanayake",21935,31.6
1994,"Gampaha","Mahara","Mr. A.J. Ranashinge",235,0.3
1994,"Gampaha","Mahara","Dr. Harischandra Wijayatunga",311,0.4
1994,"Gampaha","Mahara","Mr. Hudson Samarasinghe",251,0.4
1994,"Gampaha","Mahara","Total No of Valid Votes",69414,98.5
1994,"Gampaha","Mahara","No of Rejected Votes",1064,1.5
1994,"Gampaha","Mahara","Total No of Votes Polled",70478,71.8
1994,"Gampaha","Mahara","No of Registered Electors",98091,NA
1994,"Gampaha","Dompe","Mrs. Chandrika Bandaranaike Kumarathunga",39151,65.4
1994,"Gampaha","Dompe","Mr. Galappaththi Arachchige Nihal",116,0.2
1994,"Gampaha","Dompe","Mrs. Vajira Srimathi Dissanayake",19920,33.3
1994,"Gampaha","Dompe","Mr. A.J. Ranashinge",152,0.3
1994,"Gampaha","Dompe","Dr. Harischandra Wijayatunga",228,0.4
1994,"Gampaha","Dompe","Mr. Hudson Samarasinghe",283,0.5
1994,"Gampaha","Dompe","Total No of Valid Votes",59850,98.6
1994,"Gampaha","Dompe","No of Rejected Votes",867,1.4
1994,"Gampaha","Dompe","Total No of Votes Polled",60717,75.5
1994,"Gampaha","Dompe","No of Registered Electors",80415,NA
1994,"Gampaha","Biyagama","Mrs. Chandrika Bandaranaike Kumarathunga",36459,63.9
1994,"Gampaha","Biyagama","Mr. Galappaththi Arachchige Nihal",127,0.2
1994,"Gampaha","Biyagama","Mrs. Vajira Srimathi Dissanayake",19678,34.5
1994,"Gampaha","Biyagama","Mr. A.J. Ranashinge",235,0.4
1994,"Gampaha","Biyagama","Dr. Harischandra Wijayatunga",340,0.6
1994,"Gampaha","Biyagama","Mr. Hudson Samarasinghe",201,0.4
1994,"Gampaha","Biyagama","Total No of Valid Votes",57040,98.4
1994,"Gampaha","Biyagama","No of Rejected Votes",930,1.6
1994,"Gampaha","Biyagama","Total No of Votes Polled",57970,71.9
1994,"Gampaha","Biyagama","No of Registered Electors",80600,NA
1994,"Gampaha","Kelaniya","Mrs. Chandrika Bandaranaike Kumarathunga",35601,64.5
1994,"Gampaha","Kelaniya","Mr. Galappaththi Arachchige Nihal",107,0.2
1994,"Gampaha","Kelaniya","Mrs. Vajira Srimathi Dissanayake",18825,34.1
1994,"Gampaha","Kelaniya","Mr. A.J. Ranashinge",187,0.3
1994,"Gampaha","Kelaniya","Dr. Harischandra Wijayatunga",344,0.6
1994,"Gampaha","Kelaniya","Mr. Hudson Samarasinghe",151,0.3
1994,"Gampaha","Kelaniya","Total No of Valid Votes",55215,98.4
