"","Year","District","Electorate","ColNames","Votes","Percentage"
"94",1982,"Colombo","Kaduwela","Mr.G.G. Ponnambalam",33,0.06
"95",1982,"Colombo","Kaduwela","Dr. Colvin R. De Silva",569,0.99
"96",1982,"Colombo","Kaduwela","Mr. Vasudeva Nanayakkara",119,0.21
"97",1982,"Colombo","Kaduwela","Total No of Valid Votes",57297,98.76
"98",1982,"Colombo","Kaduwela","No of Rejected Votes",719,1.24
"99",1982,"Colombo","Kaduwela","Total No of Votes Polled",58016,79.47
"100",1982,"Colombo","Kaduwela","No of Registered Electors",73006,NA
"101",1982,"Colombo","Avissawella","Mr.J.R. Jayawardene",26648,50.92
"102",1982,"Colombo","Avissawella","Mr.H.S.R.B.K. Kobbekaduwa",23481,44.87
"103",1982,"Colombo","Avissawella","Mr. Rohana Wijeweera",1687,3.22
"104",1982,"Colombo","Avissawella","Mr.G.G. Ponnambalam",70,0.13
"105",1982,"Colombo","Avissawella","Dr. Colvin R. De Silva",238,0.45
"106",1982,"Colombo","Avissawella","Mr. Vasudeva Nanayakkara",205,0.39
"107",1982,"Colombo","Avissawella","Total No of Valid Votes",52329,98.96
"108",1982,"Colombo","Avissawella","No of Rejected Votes",551,1.04
"109",1982,"Colombo","Avissawella","Total No of Votes Polled",52880,84.44
"110",1982,"Colombo","Avissawella","No of Registered Electors",62628,NA
"111",1982,"Colombo","Homagama","Mr.J.R. Jayawardene",27981,51.72
"112",1982,"Colombo","Homagama","Mr.H.S.R.B.K. Kobbekaduwa",23135,42.76
"113",1982,"Colombo","Homagama","Mr. Rohana Wijeweera",2140,3.96
"114",1982,"Colombo","Homagama","Mr.G.G. Ponnambalam",50,0.09
"115",1982,"Colombo","Homagama","Dr. Colvin R. De Silva",591,1.09
"116",1982,"Colombo","Homagama","Mr. Vasudeva Nanayakkara",205,0.38
"117",1982,"Colombo","Homagama","Total No of Valid Votes",54102,99
"118",1982,"Colombo","Homagama","No of Rejected Votes",548,1
"119",1982,"Colombo","Homagama","Total No of Votes Polled",54650,79.25
"120",1982,"Colombo","Homagama","No of Registered Electors",68955,NA
"121",1982,"Colombo","Maharagama","Mr.J.R. Jayawardene",26967,49.46
"122",1982,"Colombo","Maharagama","Mr.H.S.R.B.K. Kobbekaduwa",23874,43.79
"123",1982,"Colombo","Maharagama","Mr. Rohana Wijeweera",2595,4.76
"124",1982,"Colombo","Maharagama","Mr.G.G. Ponnambalam",27,0.05
"125",1982,"Colombo","Maharagama","Dr. Colvin R. De Silva",946,1.73
"126",1982,"Colombo","Maharagama","Mr. Vasudeva Nanayakkara",116,0.21
"127",1982,"Colombo","Maharagama","Total No of Valid Votes",54525,98.92
"128",1982,"Colombo","Maharagama","No of Rejected Votes",593,1.08
"129",1982,"Colombo","Maharagama","Total No of Votes Polled",55118,76.98
"130",1982,"Colombo","Maharagama","No of Registered Electors",71597,NA
"131",1982,"Colombo","Kesbewa","Mr.J.R. Jayawardene",25576,46.16
"132",1982,"Colombo","Kesbewa","Mr.H.S.R.B.K. Kobbekaduwa",26553,47.92
"133",1982,"Colombo","Kesbewa","Mr. Rohana Wijeweera",2248,4.06
"134",1982,"Colombo","Kesbewa","Mr.G.G. Ponnambalam",29,0.05
"135",1982,"Colombo","Kesbewa","Dr. Colvin R. De Silva",851,1.54
"136",1982,"Colombo","Kesbewa","Mr. Vasudeva Nanayakkara",150,0.27
"137",1982,"Colombo","Kesbewa","Total No of Valid Votes",55407,99.05
"138",1982,"Colombo","Kesbewa","No of Rejected Votes",530,0.95
"139",1982,"Colombo","Kesbewa","Total No of Votes Polled",55937,78.78
"140",1982,"Colombo","Kesbewa","No of Registered Electors",71002,NA
"141",1982,"Colombo","Moratuwa","Mr.J.R. Jayawardene",32096,54.6
"142",1982,"Colombo","Moratuwa","Mr.H.S.R.B.K. Kobbekaduwa",22744,38.69
"143",1982,"Colombo","Moratuwa","Mr. Rohana Wijeweera",2625,4.47
"144",1982,"Colombo","Moratuwa","Mr.G.G. Ponnambalam",43,0.07
"145",1982,"Colombo","Moratuwa","Dr. Colvin R. De Silva",1137,1.93
"146",1982,"Colombo","Moratuwa","Mr. Vasudeva Nanayakkara",137,0.23
"147",1982,"Colombo","Moratuwa","Total No of Valid Votes",58782,98.81
"148",1982,"Colombo","Moratuwa","No of Rejected Votes",707,1.19
"149",1982,"Colombo","Moratuwa","Total No of Votes Polled",59489,74.09
"150",1982,"Colombo","Moratuwa","No of Registered Electors",80297,NA
"151",1982,"Colombo","Postal District Votes","Mr.J.R. Jayawardene",11108,59.21
"152",1982,"Colombo","Postal District Votes","Mr.H.S.R.B.K. Kobbekaduwa",6475,34.51
"153",1982,"Colombo","Postal District Votes","Mr. Rohana Wijeweera",530,2.83
"154",1982,"Colombo","Postal District Votes","Mr.G.G. Ponnambalam",149,0.79
"155",1982,"Colombo","Postal District Votes","Dr. Colvin R. De Silva",411,2.19
"156",1982,"Colombo","Postal District Votes","Mr. Vasudeva Nanayakkara",88,0.47
"157",1982,"Colombo","Postal District Votes","Total No of Valid Votes",18761,98.73
"158",1982,"Colombo","Postal District Votes","No of Rejected Votes",242,1.27
"159",1982,"Colombo","Postal District Votes","Total No of Votes Polled",19003,NA
"160",1982,"Colombo","Final District Results","Mr.J.R. Jayawardene",436290,57.71
"161",1982,"Colombo","Final District Results","Mr.H.S.R.B.K. Kobbekaduwa",274476,36.3
"162",1982,"Colombo","Final District Results","Mr. Rohana Wijeweera",28580,3.78
"163",1982,"Colombo","Final District Results","Mr.G.G. Ponnambalam",3022,0.4
"164",1982,"Colombo","Final District Results","Dr. Colvin R. De Silva",9219,1.28
"165",1982,"Colombo","Final District Results","Mr. Vasudeva Nanayakkara",2008,0.27
"166",1982,"Colombo","Final District Results","Total No of Valid Votes",756031,98.95
"167",1982,"Colombo","Final District Results","No of Rejected Votes",7990,1.05
"168",1982,"Colombo","Final District Results","Total No of Votes Polled",764021,78.59
"169",1982,"Colombo","Final District Results","No of Registered Electors",972191,NA
"170",1982,"Gampaha","Wattala","Mr.J.R. Jayawardene",29387,62.64
"171",1982,"Gampaha","Wattala","Mr.H.S.R.B.K. Kobbekaduwa",15717,33.5
"172",1982,"Gampaha","Wattala","Mr. Rohana Wijeweera",1402,2.99
"173",1982,"Gampaha","Wattala","Mr.G.G. Ponnambalam",119,0.25
"174",1982,"Gampaha","Wattala","Dr. Colvin R. De Silva",232,0.49
"175",1982,"Gampaha","Wattala","Mr. Vasudeva Nanayakkara",59,0.13
"176",1982,"Gampaha","Wattala","Total No of Valid Votes",46916,99.1
"177",1982,"Gampaha","Wattala","No of Rejected Votes",425,0.9
"178",1982,"Gampaha","Wattala","Total No of Votes Polled",47341,81.6
"179",1982,"Gampaha","Wattala","No of Registered Electors",58015,NA
"180",1982,"Gampaha","Negombo","Mr.J.R. Jayawardene",30346,67.14
"181",1982,"Gampaha","Negombo","Mr.H.S.R.B.K. Kobbekaduwa",13345,29.52
"182",1982,"Gampaha","Negombo","Mr. Rohana Wijeweera",1049,2.32
"183",1982,"Gampaha","Negombo","Mr.G.G. Ponnambalam",97,0.21
"184",1982,"Gampaha","Negombo","Dr. Colvin R. De Silva",236,0.52
"185",1982,"Gampaha","Negombo","Mr. Vasudeva Nanayakkara",127,0.28
"186",1982,"Gampaha","Negombo","Total No of Valid Votes",45200,99.1
"187",1982,"Gampaha","Negombo","No of Rejected Votes",412,0.9
"188",1982,"Gampaha","Negombo","Total No of Votes Polled",45612,76.17
"189",1982,"Gampaha","Negombo","No of Registered Electors",59884,NA
"190",1982,"Gampaha","Katana","Mr.J.R. Jayawardene",26504,52.63
"191",1982,"Gampaha","Katana","Mr.H.S.R.B.K. Kobbekaduwa",22027,43.74
"192",1982,"Gampaha","Katana","Mr. Rohana Wijeweera",1356,2.69
"193",1982,"Gampaha","Katana","Mr.G.G. Ponnambalam",36,0.07
"194",1982,"Gampaha","Katana","Dr. Colvin R. De Silva",334,0.66
"195",1982,"Gampaha","Katana","Mr. Vasudeva Nanayakkara",104,0.21
"196",1982,"Gampaha","Katana","Total No of Valid Votes",50361,99.14
"197",1982,"Gampaha","Katana","No of Rejected Votes",437,0.86
"198",1982,"Gampaha","Katana","Total No of Votes Polled",50798,83.88
"199",1982,"Gampaha","Katana","No of Registered Electors",60560,NA
"200",1982,"Gampaha","Divulapitiya","Mr.J.R. Jayawardene",25974,50.63
"201",1982,"Gampaha","Divulapitiya","Mr.H.S.R.B.K. Kobbekaduwa",23447,45.7
"202",1982,"Gampaha","Divulapitiya","Mr. Rohana Wijeweera",1547,3.02
"203",1982,"Gampaha","Divulapitiya","Mr.G.G. Ponnambalam",28,0.05
"204",1982,"Gampaha","Divulapitiya","Dr. Colvin R. De Silva",231,0.45
"205",1982,"Gampaha","Divulapitiya","Mr. Vasudeva Nanayakkara",79,0.15
"206",1982,"Gampaha","Divulapitiya","Total No of Valid Votes",51306,99.17
"207",1982,"Gampaha","Divulapitiya","No of Rejected Votes",432,0.83
"208",1982,"Gampaha","Divulapitiya","Total No of Votes Polled",51738,84.14
"209",1982,"Gampaha","Divulapitiya","No of Registered Electors",61494,NA
"210",1982,"Gampaha","Mirigama","Mr.J.R. Jayawardene",30289,52.2
"211",1982,"Gampaha","Mirigama","Mr.H.S.R.B.K. Kobbekaduwa",24143,41.6
"212",1982,"Gampaha","Mirigama","Mr. Rohana Wijeweera",3186,5.49
"213",1982,"Gampaha","Mirigama","Mr.G.G. Ponnambalam",29,0.05
"214",1982,"Gampaha","Mirigama","Dr. Colvin R. De Silva",316,0.54
"215",1982,"Gampaha","Mirigama","Mr. Vasudeva Nanayakkara",67,0.12
"216",1982,"Gampaha","Mirigama","Total No of Valid Votes",58030,99.18
"217",1982,"Gampaha","Mirigama","No of Rejected Votes",478,0.82
"218",1982,"Gampaha","Mirigama","Total No of Votes Polled",58508,82.76
"219",1982,"Gampaha","Mirigama","No of Registered Electors",70695,NA
"220",1982,"Gampaha","Minuwangoda","Mr.J.R. Jayawardene",29672,51.27
"221",1982,"Gampaha","Minuwangoda","Mr.H.S.R.B.K. Kobbekaduwa",25849,44.67
"222",1982,"Gampaha","Minuwangoda","Mr. Rohana Wijeweera",1992,3.44
"223",1982,"Gampaha","Minuwangoda","Mr.G.G. Ponnambalam",27,0.05
"224",1982,"Gampaha","Minuwangoda","Dr. Colvin R. De Silva",260,0.45
"225",1982,"Gampaha","Minuwangoda","Mr. Vasudeva Nanayakkara",70,0.12
"226",1982,"Gampaha","Minuwangoda","Total No of Valid Votes",57870,99.32
"227",1982,"Gampaha","Minuwangoda","No of Rejected Votes",399,0.68
"228",1982,"Gampaha","Minuwangoda","Total No of Votes Polled",58269,83.76
"229",1982,"Gampaha","Minuwangoda","No of Registered Electors",69566,NA
"230",1982,"Gampaha","Attanagalla","Mr.J.R. Jayawardene",22531,40
"231",1982,"Gampaha","Attanagalla","Mr.H.S.R.B.K. Kobbekaduwa",31495,55.92
"232",1982,"Gampaha","Attanagalla","Mr. Rohana Wijeweera",1926,3.42
"233",1982,"Gampaha","Attanagalla","Mr.G.G. Ponnambalam",32,0.06
"234",1982,"Gampaha","Attanagalla","Dr. Colvin R. De Silva",272,0.48
"235",1982,"Gampaha","Attanagalla","Mr. Vasudeva Nanayakkara",65,0.12
"236",1982,"Gampaha","Attanagalla","Total No of Valid Votes",56321,99.24
"237",1982,"Gampaha","Attanagalla","No of Rejected Votes",430,0.76
"238",1982,"Gampaha","Attanagalla","Total No of Votes Polled",56751,84.63
"239",1982,"Gampaha","Attanagalla","No of Registered Electors",67061,NA
"240",1982,"Gampaha","Gampaha","Mr.J.R. Jayawardene",27845,47.36
"241",1982,"Gampaha","Gampaha","Mr.H.S.R.B.K. Kobbekaduwa",28532,48.53
"242",1982,"Gampaha","Gampaha","Mr. Rohana Wijeweera",1942,3.3
"243",1982,"Gampaha","Gampaha","Mr.G.G. Ponnambalam",33,0.06
"244",1982,"Gampaha","Gampaha","Dr. Colvin R. De Silva",336,0.57
"245",1982,"Gampaha","Gampaha","Mr. Vasudeva Nanayakkara",101,0.17
"246",1982,"Gampaha","Gampaha","Total No of Valid Votes",58789,99.13
"247",1982,"Gampaha","Gampaha","No of Rejected Votes",517,0.87
"248",1982,"Gampaha","Gampaha","Total No of Votes Polled",59306,81.95
"249",1982,"Gampaha","Gampaha","No of Registered Electors",72371,NA
"250",1982,"Gampaha","Ja-Ela","Mr.J.R. Jayawardene",32420,58.2
"251",1982,"Gampaha","Ja-Ela","Mr.H.S.R.B.K. Kobbekaduwa",21074,37.83
"252",1982,"Gampaha","Ja-Ela","Mr. Rohana Wijeweera",1683,3.02
"253",1982,"Gampaha","Ja-Ela","Mr.G.G. Ponnambalam",29,0.05
"254",1982,"Gampaha","Ja-Ela","Dr. Colvin R. De Silva",346,0.62
"255",1982,"Gampaha","Ja-Ela","Mr. Vasudeva Nanayakkara",157,0.28
"256",1982,"Gampaha","Ja-Ela","Total No of Valid Votes",55709,99.13
"257",1982,"Gampaha","Ja-Ela","No of Rejected Votes",488,0.87
"258",1982,"Gampaha","Ja-Ela","Total No of Votes Polled",56197,80.71
"259",1982,"Gampaha","Ja-Ela","No of Registered Electors",69624,NA
"260",1982,"Gampaha","Mahara","Mr.J.R. Jayawardene",25853,48.07
"261",1982,"Gampaha","Mahara","Mr.H.S.R.B.K. Kobbekaduwa",25580,47.57
"262",1982,"Gampaha","Mahara","Mr. Rohana Wijeweera",1952,3.63
"263",1982,"Gampaha","Mahara","Mr.G.G. Ponnambalam",17,0.03
"264",1982,"Gampaha","Mahara","Dr. Colvin R. De Silva",307,0.57
"265",1982,"Gampaha","Mahara","Mr. Vasudeva Nanayakkara",69,0.13
"266",1982,"Gampaha","Mahara","Total No of Valid Votes",53778,99.23
"267",1982,"Gampaha","Mahara","No of Rejected Votes",418,0.77
"268",1982,"Gampaha","Mahara","Total No of Votes Polled",54196,82.54
"269",1982,"Gampaha","Mahara","No of Registered Electors",65660,NA
"270",1982,"Gampaha","Dompe","Mr.J.R. Jayawardene",26573,47.38
"271",1982,"Gampaha","Dompe","Mr.H.S.R.B.K. Kobbekaduwa",27508,49.04
"272",1982,"Gampaha","Dompe","Mr. Rohana Wijeweera",1670,3.19
"273",1982,"Gampaha","Dompe","Mr.G.G. Ponnambalam",33,0.06
"274",1982,"Gampaha","Dompe","Dr. Colvin R. De Silva",247,0.47
"275",1982,"Gampaha","Dompe","Mr. Vasudeva Nanayakkara",57,0.11
"276",1982,"Gampaha","Dompe","Total No of Valid Votes",56088,99.08
"277",1982,"Gampaha","Dompe","No of Rejected Votes",519,0.92
"278",1982,"Gampaha","Dompe","Total No of Votes Polled",56607,85.5
"279",1982,"Gampaha","Dompe","No of Registered Electors",66207,NA
"280",1982,"Gampaha","Biyagama","Mr.J.R. Jayawardene",25398,55.67
"281",1982,"Gampaha","Biyagama","Mr.H.S.R.B.K. Kobbekaduwa",18539,40.64
"282",1982,"Gampaha","Biyagama","Mr. Rohana Wijeweera",1389,2.57
"283",1982,"Gampaha","Biyagama","Mr.G.G. Ponnambalam",13,0.02
"284",1982,"Gampaha","Biyagama","Dr. Colvin R. De Silva",237,0.44
"285",1982,"Gampaha","Biyagama","Mr. Vasudeva Nanayakkara",47,0.09
"286",1982,"Gampaha","Biyagama","Total No of Valid Votes",45623,99.11
"287",1982,"Gampaha","Biyagama","No of Rejected Votes",410,0.89
"288",1982,"Gampaha","Biyagama","Total No of Votes Polled",46033,83.01
"289",1982,"Gampaha","Biyagama","No of Registered Electors",55457,NA
"290",1982,"Gampaha","Kelaniya","Mr.J.R. Jayawardene",24732,53.34
"291",1982,"Gampaha","Kelaniya","Mr.H.S.R.B.K. Kobbekaduwa",19050,41.08
"292",1982,"Gampaha","Kelaniya","Mr. Rohana Wijeweera",2179,4
"293",1982,"Gampaha","Kelaniya","Mr.G.G. Ponnambalam",25,0.05
"294",1982,"Gampaha","Kelaniya","Dr. Colvin R. De Silva",312,0.57
"295",1982,"Gampaha","Kelaniya","Mr. Vasudeva Nanayakkara",74,0.14
"296",1982,"Gampaha","Kelaniya","Total No of Valid Votes",46369,98.99
"297",1982,"Gampaha","Kelaniya","No of Rejected Votes",480,1.02
"298",1982,"Gampaha","Kelaniya","Total No of Votes Polled",46843,79.84
"299",1982,"Gampaha","Kelaniya","No of Registered Electors",58671,NA
"300",1982,"Gampaha","Postal District Votes","Mr.J.R. Jayawardene",8323,57.46
"301",1982,"Gampaha","Postal District Votes","Mr.H.S.R.B.K. Kobbekaduwa",5502,37.99
"302",1982,"Gampaha","Postal District Votes","Mr. Rohana Wijeweera",428,2.95
"303",1982,"Gampaha","Postal District Votes","Mr.G.G. Ponnambalam",16,0.11
"304",1982,"Gampaha","Postal District Votes","Dr. Colvin R. De Silva",169,1.17
"305",1982,"Gampaha","Postal District Votes","Mr. Vasudeva Nanayakkara",46,0.32
"306",1982,"Gampaha","Postal District Votes","Total No of Valid Votes",14484,99
"307",1982,"Gampaha","Postal District Votes","No of Rejected Votes",147,1
"308",1982,"Gampaha","Postal District Votes","Total No of Votes Polled",14631,NA
"309",1982,"Gampaha","Final District Results","Mr.J.R. Jayawardene",365847,52.5
"310",1982,"Gampaha","Final District Results","Mr.H.S.R.B.K. Kobbekaduwa",301808,43.31
"311",1982,"Gampaha","Final District Results","Mr. Rohana Wijeweera",23701,3.4
"312",1982,"Gampaha","Final District Results","Mr.G.G. Ponnambalam",534,0.08
"313",1982,"Gampaha","Final District Results","Dr. Colvin R. De Silva",3835,0.55
"314",1982,"Gampaha","Final District Results","Mr. Vasudeva Nanayakkara",1122,0.16
"315",1982,"Gampaha","Final District Results","Total No of Valid Votes",696844,99.15
"316",1982,"Gampaha","Final District Results","No of Rejected Votes",5992,0.85
"317",1982,"Gampaha","Final District Results","Total No of Votes Polled",702830,84.14
"318",1982,"Gampaha","Final District Results","No of Registered Electors",835265,NA
"319",1982,"Kalutara","Panadura","Mr.J.R. Jayawardene",26648,48.88
"320",1982,"Kalutara","Panadura","Mr.H.S.R.B.K. Kobbekaduwa",23861,43.77
"321",1982,"Kalutara","Panadura","Mr. Rohana Wijeweera",2011,3.69
"322",1982,"Kalutara","Panadura","Mr.G.G. Ponnambalam",27,0.05
"323",1982,"Kalutara","Panadura","Dr. Colvin R. De Silva",1776,3.26
"324",1982,"Kalutara","Panadura","Mr. Vasudeva Nanayakkara",189,0.35
"325",1982,"Kalutara","Panadura","Total No of Valid Votes",54512,98.77
"326",1982,"Kalutara","Panadura","No of Rejected Votes",677,1.23
"327",1982,"Kalutara","Panadura","Total No of Votes Polled",55189,81.7
"328",1982,"Kalutara","Panadura","No of Registered Electors",67549,NA
"329",1982,"Kalutara","Bandaragama","Mr.J.R. Jayawardene",26631,48.81
"330",1982,"Kalutara","Bandaragama","Mr.H.S.R.B.K. Kobbekaduwa",25500,46.74
"331",1982,"Kalutara","Bandaragama","Mr. Rohana Wijeweera",1583,2.9
"332",1982,"Kalutara","Bandaragama","Mr.G.G. Ponnambalam",35,0.06
"333",1982,"Kalutara","Bandaragama","Dr. Colvin R. De Silva",730,1.34
"334",1982,"Kalutara","Bandaragama","Mr. Vasudeva Nanayakkara",81,0.15
"335",1982,"Kalutara","Bandaragama","Total No of Valid Votes",54560,98.86
"336",1982,"Kalutara","Bandaragama","No of Rejected Votes",628,1.14
"337",1982,"Kalutara","Bandaragama","Total No of Votes Polled",55188,84.89
"338",1982,"Kalutara","Bandaragama","No of Registered Electors",65013,NA
"339",1982,"Kalutara","Horana","Mr.J.R. Jayawardene",27056,51.51
"340",1982,"Kalutara","Horana","Mr.H.S.R.B.K. Kobbekaduwa",23518,44.77
"341",1982,"Kalutara","Horana","Mr. Rohana Wijeweera",1361,2.59
"342",1982,"Kalutara","Horana","Mr.G.G. Ponnambalam",48,0.09
"343",1982,"Kalutara","Horana","Dr. Colvin R. De Silva",359,0.68
"344",1982,"Kalutara","Horana","Mr. Vasudeva Nanayakkara",186,0.35
"345",1982,"Kalutara","Horana","Total No of Valid Votes",52528,99.13
"346",1982,"Kalutara","Horana","No of Rejected Votes",459,0.87
"347",1982,"Kalutara","Horana","Total No of Votes Polled",52987,86.36
"348",1982,"Kalutara","Horana","No of Registered Electors",61356,NA
"349",1982,"Kalutara","Bulathsinhala","Mr.J.R. Jayawardene",21486,49.74
"350",1982,"Kalutara","Bulathsinhala","Mr.H.S.R.B.K. Kobbekaduwa",20068,46.46
